left_weight;left_distance;right_weight;right_distance;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
1.0;5.0;4.0;1.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 4.00;3;0.9448441247002398;0.0643;0.9393939393939394;0.13247863247863248
1.0;5.0;5.0;1.0;0;0;right_weight > 4.00 AND left_distance > 4.00 AND right_distance <= 2.00 AND left_weight <= 2.00;4;0.5132997843278218;0.0079;0.6;0.07692307692307693
4.0;4.0;5.0;1.0;1;1;right_distance <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0968;1.0;0.21794871794871795
3.0;2.0;2.0;3.0;0;0;2.00 < left_weight <= 3.00 AND right_weight <= 2.00 AND left_distance <= 2.00 AND 2.00 < right_distance <= 3.00;4;0.5253456221198156;0.0067;0.75;0.07692307692307693
4.0;1.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0674;1.0;0.1452991452991453
4.0;1.0;2.0;5.0;2;2;right_distance > 4.00 AND left_distance <= 2.00 AND left_weight <= 4.00;3;0.9205298013245033;0.0656;0.9393939393939394;0.13478260869565217
2.0;4.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9704724409448819;0.0397;0.9523809523809523;0.08695652173913043
5.0;4.0;4.0;2.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0322;1.0;0.07264957264957266
4.0;5.0;5.0;1.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0295;1.0;0.06837606837606838
3.0;4.0;5.0;3.0;2;2;right_weight > 4.00 AND right_distance > 2.00 AND left_weight <= 3.00;3;0.9858870967741935;0.0752;0.9743589743589743;0.16521739130434782
2.0;1.0;1.0;3.0;2;2;left_weight <= 2.00 AND left_distance <= 2.00 AND right_distance > 2.00;3;0.9557291666666666;0.1028;0.9607843137254902;0.21304347826086956
5.0;5.0;4.0;4.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_distance <= 4.00;3;1.0;0.0288;1.0;0.06837606837606838
4.0;3.0;5.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.1;1.0;0.2222222222222222
3.0;2.0;3.0;1.0;1;1;right_distance <= 2.00 AND 2.00 < left_weight <= 4.00 AND right_weight <= 3.00;3;0.9546827794561934;0.0836;0.9772727272727273;0.18376068376068377
5.0;4.0;1.0;1.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_weight <= 2.00;3;1.0;0.0238;1.0;0.05982905982905983
1.0;2.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0964;1.0;0.2217391304347826
1.0;5.0;2.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00;2;0.8437086092715231;0.2422;0.8548387096774194;0.4608695652173913
5.0;2.0;1.0;2.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND right_weight <= 2.00;3;1.0;0.0351;1.0;0.07692307692307693
4.0;5.0;2.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND left_weight > 3.00;3;1.0;0.0312;1.0;0.07264957264957266
2.0;1.0;2.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 2.00;3;0.9692982456140351;0.0659;0.9696969696969697;0.1391304347826087
4.0;3.0;4.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.1052;1.0;0.2222222222222222
1.0;3.0;3.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND left_distance <= 3.00;3;0.9012048192771084;0.1457;0.918918918918919;0.2956521739130435
1.0;2.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_weight <= 2.00;3;1.0;0.0359;1.0;0.0782608695652174
2.0;2.0;4.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND right_weight > 3.00;3;1.0;0.0358;1.0;0.0782608695652174
1.0;3.0;4.0;1.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 3.00;3;0.9433198380566802;0.1012;0.9411764705882353;0.20869565217391303
3.0;2.0;2.0;4.0;2;2;left_distance <= 2.00 AND 3.00 < right_distance <= 4.00 AND left_weight <= 3.00;3;0.9448818897637795;0.0509;0.9285714285714286;0.11304347826086956
1.0;4.0;3.0;1.0;1;1;left_distance > 3.00 AND right_distance <= 2.00 AND right_weight <= 3.00;3;0.9665271966527197;0.0901;0.9777777777777777;0.18803418803418803
2.0;5.0;4.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND right_weight > 3.00;3;1.0;0.1027;1.0;0.23043478260869565
2.0;3.0;3.0;2.0;0;0;right_distance <= 2.00 AND 2.00 < left_distance <= 3.00 AND left_weight <= 2.00 AND 2.00 < right_weight <= 3.00;4;0.2679640718562874;0.0067;0.5;0.05128205128205128
3.0;4.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0874;1.0;0.20512820512820512
2.0;2.0;2.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.0289;1.0;0.06956521739130435
1.0;1.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND right_distance > 2.00;3;0.9896907216494846;0.1554;0.9871794871794872;0.3347826086956522
1.0;2.0;3.0;1.0;2;2;left_distance <= 2.00 AND left_weight <= 2.00 AND right_weight > 2.00;3;0.954248366013072;0.0972;0.9607843137254902;0.21304347826086956
1.0;2.0;1.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 2.00;3;1.0;0.0648;0.9696969696969697;0.1391304347826087
2.0;2.0;5.0;1.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.028;1.0;0.06956521739130435
2.0;1.0;4.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1088;1.0;0.23043478260869565
2.0;5.0;3.0;2.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 3.00;3;0.975;0.0451;0.9565217391304348;0.09401709401709402
5.0;1.0;1.0;4.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 4.00;3;0.9461358313817331;0.0674;0.9393939393939394;0.13247863247863248
5.0;2.0;4.0;1.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND right_weight <= 4.00;3;0.9441747572815534;0.0732;0.9444444444444444;0.1452991452991453
5.0;4.0;3.0;1.0;1;1;left_weight > 4.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0332;1.0;0.07264957264957266
2.0;4.0;5.0;2.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 4.00;3;0.9498956158663883;0.0602;0.96875;0.13478260869565217
5.0;3.0;4.0;1.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0466;1.0;0.10683760683760683
1.0;4.0;5.0;1.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 4.00;3;0.9694444444444444;0.0645;0.96875;0.13478260869565217
1.0;3.0;1.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;0.9787985865724381;0.0928;1.0;0.19658119658119658
2.0;5.0;4.0;1.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 4.00;3;0.9507389162561576;0.063;0.9393939393939394;0.13247863247863248
5.0;2.0;1.0;4.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 4.00;3;0.95260663507109;0.068;0.9393939393939394;0.13247863247863248
3.0;5.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND left_weight > 2.00;3;1.0;0.0469;1.0;0.10683760683760683
5.0;2.0;3.0;2.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND right_weight <= 3.00;3;0.9712918660287081;0.0515;0.9629629629629629;0.1111111111111111
2.0;3.0;1.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 2.00 AND right_distance <= 4.00;3;0.8938953488372093;0.1866;0.9032258064516129;0.358974358974359
4.0;4.0;3.0;1.0;1;1;left_distance > 3.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0684;1.0;0.1452991452991453
5.0;2.0;5.0;2.0;0;0;right_distance <= 2.00 AND right_weight > 4.00 AND left_weight > 4.00 AND left_distance <= 2.00;4;0.501802451333814;0.0087;0.6;0.07692307692307693
1.0;2.0;4.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;0.9716312056737588;0.0665;0.9714285714285714;0.14782608695652175
5.0;4.0;1.0;3.0;1;1;left_distance > 3.00 AND left_weight > 4.00;2;0.9646643109540636;0.0729;0.9459459459459459;0.14957264957264957
5.0;2.0;4.0;3.0;2;2;left_distance <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1028;1.0;0.2217391304347826
2.0;4.0;2.0;2.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_distance > 3.00;3;1.0;0.0608;1.0;0.13675213675213677
4.0;1.0;4.0;3.0;2;2;left_distance <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1005;1.0;0.2217391304347826
4.0;1.0;5.0;3.0;2;2;right_weight > 4.00 AND left_distance <= 2.00 AND right_distance > 2.00;3;1.0;0.0456;1.0;0.10434782608695652
5.0;1.0;5.0;2.0;2;2;right_weight > 4.00 AND left_distance <= 2.00;2;0.8654708520179372;0.0764;0.875;0.15217391304347827
2.0;4.0;4.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1039;1.0;0.23043478260869565
1.0;1.0;1.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.0305;1.0;0.06956521739130435
5.0;3.0;1.0;4.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND left_distance > 2.00;3;1.0;0.041;1.0;0.08547008547008547
1.0;4.0;5.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0959;1.0;0.2217391304347826
4.0;2.0;2.0;2.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 3.00;3;1.0;0.0648;1.0;0.1452991452991453
5.0;1.0;1.0;3.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 3.00;3;0.9933333333333333;0.05;0.9615384615384616;0.10683760683760683
1.0;2.0;5.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND left_distance <= 2.00;3;1.0;0.0291;1.0;0.06956521739130435
1.0;2.0;2.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND left_distance <= 2.00;3;0.9693593314763231;0.0998;0.9607843137254902;0.21304347826086956
2.0;4.0;1.0;1.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0632;1.0;0.13675213675213677
2.0;1.0;2.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.0282;1.0;0.06956521739130435
1.0;2.0;1.0;3.0;2;2;left_weight <= 2.00 AND left_distance <= 2.00 AND right_distance > 2.00;3;0.9535452322738386;0.1019;0.9607843137254902;0.21304347826086956
5.0;2.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0315;1.0;0.07391304347826087
2.0;5.0;2.0;1.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND right_distance <= 2.00;3;1.0;0.0267;1.0;0.06837606837606838
4.0;5.0;3.0;5.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;1.0;0.0415;1.0;0.10256410256410256
4.0;1.0;1.0;4.0;0;0;left_distance <= 2.00 AND right_weight <= 2.00 AND 3.00 < right_distance <= 4.00 AND 3.00 < left_weight <= 4.00;4;0.5023737591713423;0.009;0.6;0.07692307692307693
3.0;2.0;3.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0985;1.0;0.2217391304347826
4.0;2.0;4.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 3.00;3;1.0;0.069;1.0;0.14782608695652175
4.0;1.0;4.0;2.0;2;2;left_distance <= 2.00 AND right_weight > 3.00 AND left_weight <= 4.00;3;0.875748502994012;0.1349;0.8939393939393939;0.2565217391304348
4.0;5.0;5.0;4.0;0;0;3.00 < left_weight <= 4.00 AND 3.00 < right_distance <= 4.00 AND left_distance > 4.00 AND right_weight > 4.00;4;1.0;0.0025;1.0;0.05128205128205128
2.0;1.0;3.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0972;1.0;0.2217391304347826
1.0;3.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND right_distance > 2.00;3;0.9740932642487047;0.1559;0.9871794871794872;0.3347826086956522
4.0;4.0;5.0;2.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.1039;1.0;0.2222222222222222
2.0;1.0;1.0;4.0;2;2;right_distance > 3.00 AND left_distance <= 2.00 AND left_weight <= 2.00;3;0.9552238805970149;0.0624;0.9696969696969697;0.1391304347826087
5.0;5.0;2.0;3.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 4.00;3;1.0;0.0281;1.0;0.05982905982905983
5.0;1.0;5.0;1.0;0;0;right_weight > 4.00 AND left_weight > 4.00 AND right_distance <= 2.00 AND left_distance <= 2.00;4;0.5348727615457116;0.0081;0.6;0.07692307692307693
1.0;3.0;3.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 4.00 AND right_weight > 2.00;3;1.0;0.0522;1.0;0.11739130434782609
1.0;1.0;3.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND right_weight > 2.00;3;1.0;0.0511;1.0;0.11739130434782609
2.0;2.0;2.0;2.0;0;0;right_distance <= 2.00 AND left_distance <= 2.00 AND left_weight <= 2.00 AND right_weight <= 2.00;4;0.3295638126009693;0.023;0.46153846153846156;0.15384615384615385
1.0;2.0;4.0;1.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;0.9543568464730291;0.0636;0.9714285714285714;0.14782608695652175
4.0;5.0;4.0;3.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_distance <= 3.00;3;1.0;0.0459;1.0;0.09829059829059829
4.0;1.0;1.0;5.0;2;2;right_distance > 4.00 AND left_distance <= 2.00 AND left_weight <= 4.00;3;0.941747572815534;0.0675;0.9393939393939394;0.13478260869565217
2.0;3.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_distance > 2.00 AND right_weight > 2.00;3;0.9818913480885312;0.1553;0.9871794871794872;0.3347826086956522
2.0;4.0;4.0;2.0;0;0;right_distance <= 2.00 AND left_weight <= 2.00 AND 3.00 < left_distance <= 4.00 AND 3.00 < right_weight <= 4.00;4;0.30498533724340177;0.004;0.6666666666666666;0.05128205128205128
1.0;3.0;1.0;3.0;0;0;left_weight <= 2.00 AND right_weight <= 2.00 AND 2.00 < left_distance <= 3.00 AND 2.00 < right_distance <= 3.00;4;0.48279751833051326;0.0094;0.6;0.07692307692307693
3.0;4.0;3.0;3.0;1;1;left_distance > 3.00 AND left_weight > 2.00 AND right_weight <= 3.00;3;0.9649805447470817;0.1475;0.958904109589041;0.29914529914529914
3.0;2.0;5.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 2.00;2;0.8441890166028098;0.2417;0.8760330578512396;0.452991452991453
3.0;1.0;1.0;2.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_weight > 2.00;3;0.9880952380952381;0.0888;1.0;0.20512820512820512
4.0;4.0;3.0;2.0;1;1;right_distance <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0962;1.0;0.21794871794871795
4.0;4.0;2.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.1057;1.0;0.2222222222222222
5.0;5.0;5.0;3.0;1;1;left_weight > 4.00 AND left_distance > 4.00;2;0.9526627218934911;0.0405;0.9523809523809523;0.08547008547008547
3.0;1.0;4.0;5.0;2;2;right_distance > 4.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;1.0;0.0309;1.0;0.07391304347826087
2.0;4.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0605;1.0;0.13675213675213677
2.0;2.0;3.0;2.0;2;2;left_weight <= 2.00 AND left_distance <= 2.00 AND right_weight > 2.00;3;0.9452054794520548;0.101;0.9607843137254902;0.21304347826086956
5.0;3.0;2.0;1.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND right_distance <= 2.00;3;1.0;0.0318;1.0;0.07692307692307693
4.0;2.0;1.0;2.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.061;1.0;0.1452991452991453
4.0;5.0;1.0;2.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0283;1.0;0.06837606837606838
1.0;5.0;2.0;1.0;1;1;left_distance > 4.00 AND right_weight <= 2.00 AND right_distance <= 2.00;3;1.0;0.0288;1.0;0.06837606837606838
4.0;1.0;3.0;5.0;2;2;right_distance > 4.00 AND left_distance <= 2.00 AND right_weight > 2.00;3;1.0;0.0485;1.0;0.11304347826086956
1.0;1.0;1.0;2.0;2;2;left_weight <= 2.00 AND left_distance <= 2.00;2;0.8606271777003485;0.1793;0.8433734939759037;0.30434782608695654
5.0;4.0;2.0;2.0;1;1;left_weight > 4.00 AND right_weight <= 2.00 AND left_distance > 3.00;3;1.0;0.0268;1.0;0.05982905982905983
5.0;3.0;3.0;2.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0513;1.0;0.10683760683760683
1.0;4.0;2.0;1.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0633;1.0;0.13675213675213677
2.0;4.0;2.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_distance > 3.00;3;1.0;0.0666;1.0;0.13675213675213677
1.0;2.0;2.0;5.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 2.00;3;0.962457337883959;0.0645;0.9696969696969697;0.1391304347826087
5.0;1.0;2.0;4.0;2;2;right_distance > 3.00 AND left_distance <= 2.00;2;0.8657243816254417;0.1675;0.8588235294117647;0.3173913043478261
4.0;3.0;1.0;3.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.0923;1.0;0.19658119658119658
4.0;4.0;1.0;5.0;1;1;right_weight <= 2.00 AND left_weight > 3.00 AND left_distance > 2.00;3;1.0;0.092;1.0;0.19658119658119658
3.0;5.0;4.0;2.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.048;1.0;0.10683760683760683
1.0;4.0;4.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 4.00;3;0.9188679245283019;0.1338;0.9402985074626866;0.27391304347826084
3.0;4.0;3.0;5.0;2;2;right_distance > 4.00 AND right_weight > 2.00 AND left_weight <= 3.00;3;0.9646569646569647;0.0719;0.9743589743589743;0.16521739130434782
5.0;3.0;3.0;5.0;0;0;2.00 < left_distance <= 3.00 AND 2.00 < right_weight <= 3.00 AND right_distance > 4.00 AND left_weight > 4.00;4;1.0;0.002;1.0;0.05128205128205128
3.0;4.0;5.0;1.0;1;1;right_distance <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0985;1.0;0.21794871794871795
2.0;5.0;4.0;2.0;1;1;left_distance > 4.00 AND right_distance <= 2.00 AND right_weight <= 4.00;3;0.9512195121951219;0.062;0.9393939393939394;0.13247863247863248
1.0;1.0;3.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.0985;1.0;0.2217391304347826
3.0;3.0;4.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 2.00 AND left_distance > 2.00;3;0.9806576402321083;0.1478;0.9866666666666667;0.3162393162393162
4.0;1.0;3.0;3.0;2;2;left_distance <= 2.00 AND right_weight > 2.00 AND right_distance > 2.00;3;0.9954954954954955;0.1502;0.9868421052631579;0.32608695652173914
3.0;1.0;5.0;4.0;2;2;right_weight > 4.00 AND right_distance > 3.00 AND left_weight <= 3.00;3;1.0;0.0472;1.0;0.11304347826086956
2.0;2.0;4.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 2.00;3;0.9701986754966887;0.0673;0.9714285714285714;0.14782608695652175
5.0;5.0;4.0;5.0;1;1;left_weight > 4.00 AND left_distance > 4.00 AND right_weight <= 4.00;3;1.0;0.0344;1.0;0.07692307692307693
4.0;5.0;2.0;5.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_weight <= 2.00;3;1.0;0.0347;1.0;0.07264957264957266
5.0;5.0;2.0;5.0;1;1;left_distance > 4.00 AND left_weight > 4.00;2;0.9523809523809523;0.0421;0.9523809523809523;0.08547008547008547
5.0;1.0;1.0;5.0;0;0;left_distance <= 2.00 AND right_weight <= 2.00 AND right_distance > 4.00 AND left_weight > 4.00;4;0.5082781456953642;0.0041;0.6666666666666666;0.05128205128205128
2.0;5.0;4.0;4.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND right_distance > 2.00;3;1.0;0.1003;1.0;0.23043478260869565
5.0;3.0;4.0;2.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.046;1.0;0.10683760683760683
5.0;3.0;3.0;3.0;1;1;left_weight > 4.00 AND left_distance > 2.00 AND right_distance <= 3.00;3;0.9878048780487805;0.0718;0.972972972972973;0.15384615384615385
2.0;3.0;3.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND right_weight > 2.00;3;1.0;0.0542;1.0;0.11739130434782609
4.0;5.0;1.0;1.0;1;1;left_weight > 3.00 AND left_distance > 4.00 AND right_distance <= 2.00;3;1.0;0.0299;1.0;0.06837606837606838
5.0;1.0;3.0;1.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND right_weight <= 3.00;3;0.974937343358396;0.0515;0.9629629629629629;0.1111111111111111
1.0;3.0;2.0;4.0;2;2;left_weight <= 2.00 AND right_distance > 3.00 AND left_distance <= 3.00;3;0.9339853300733496;0.0977;0.94;0.20434782608695654
4.0;4.0;5.0;5.0;2;2;right_weight > 4.00 AND right_distance > 4.00;2;0.9540229885057471;0.0413;0.9523809523809523;0.08695652173913043
5.0;3.0;3.0;1.0;1;1;left_weight > 4.00 AND right_distance <= 2.00 AND left_distance > 2.00;3;1.0;0.0522;1.0;0.10683760683760683
3.0;1.0;1.0;3.0;0;0;left_distance <= 2.00 AND right_weight <= 2.00 AND 2.00 < left_weight <= 3.00 AND 2.00 < right_distance <= 3.00;4;0.5714285714285714;0.0043;0.75;0.07692307692307693
1.0;1.0;5.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 4.00 AND left_distance <= 2.00;3;1.0;0.03;1.0;0.06956521739130435
3.0;3.0;3.0;4.0;2;2;right_distance > 3.00 AND right_weight > 2.00 AND left_distance <= 3.00;3;0.9668674698795181;0.1404;0.9605263157894737;0.3173913043478261
4.0;4.0;2.0;5.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0952;1.0;0.20512820512820512
2.0;2.0;3.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 3.00;2;0.7880870561282932;0.2261;0.8378378378378378;0.3974358974358974
3.0;2.0;1.0;2.0;1;1;right_weight <= 2.00 AND right_distance <= 2.00 AND left_weight > 2.00;3;1.0;0.0928;1.0;0.20512820512820512
2.0;3.0;4.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 3.00 AND left_distance <= 3.00;3;0.9344262295081968;0.1034;0.9411764705882353;0.20869565217391303
4.0;1.0;3.0;1.0;1;1;right_distance <= 2.00 AND left_weight > 3.00 AND right_weight <= 3.00;3;0.9644808743169399;0.1017;0.9615384615384616;0.21367521367521367
4.0;2.0;3.0;4.0;2;2;left_distance <= 2.00 AND right_distance > 3.00 AND right_weight > 2.00;3;1.0;0.1;1.0;0.2217391304347826
4.0;5.0;4.0;2.0;1;1;left_distance > 4.00 AND left_weight > 3.00 AND right_distance <= 2.00;3;1.0;0.0336;1.0;0.06837606837606838
3.0;4.0;4.0;4.0;2;2;right_distance > 3.00 AND right_weight > 3.00 AND left_weight <= 3.00;3;0.9781818181818182;0.0997;1.0;0.21739130434782608
3.0;3.0;2.0;4.0;1;1;right_weight <= 2.00 AND left_weight > 2.00 AND left_distance > 2.00;3;0.9817232375979112;0.1411;0.9859154929577465;0.29914529914529914
2.0;1.0;2.0;1.0;0;0;left_weight <= 2.00 AND right_distance <= 2.00 AND left_distance <= 2.00 AND right_weight <= 2.00;4;0.3463855421686747;0.0259;0.46153846153846156;0.15384615384615385
1.0;4.0;5.0;5.0;2;2;right_distance > 4.00 AND right_weight > 4.00;2;0.9688995215311005;0.0407;0.9523809523809523;0.08695652173913043
3.0;5.0;5.0;3.0;0;0;right_weight > 4.00 AND left_distance > 4.00 AND 2.00 < right_distance <= 3.00 AND 2.00 < left_weight <= 3.00;4;1.0;0.002;1.0;0.05128205128205128
1.0;4.0;3.0;3.0;2;2;left_weight <= 2.00 AND right_weight > 2.00 AND right_distance > 2.00;3;0.9701195219123506;0.1507;0.9871794871794872;0.3347826086956522
4.0;4.0;2.0;4.0;1;1;right_weight <= 2.00 AND left_distance > 3.00 AND left_weight > 2.00;3;1.0;0.0936;1.0;0.20512820512820512
3.0;4.0;2.0;1.0;1;1;right_distance <= 2.00 AND right_weight <= 2.00 AND left_distance > 3.00;3;1.0;0.0598;1.0;0.13675213675213677
2.0;4.0;3.0;5.0;2;2;right_distance > 4.00 AND left_weight <= 2.00 AND right_weight > 2.00;3;1.0;0.0479;1.0;0.11739130434782609
4.0;4.0;4.0;2.0;1;1;left_weight > 3.00 AND left_distance > 3.00 AND right_distance <= 2.00;3;1.0;0.0671;1.0;0.1452991452991453
1.0;5.0;5.0;2.0;2;2;left_weight <= 2.00 AND right_weight > 4.00;2;0.9053356282271945;0.0767;0.9047619047619048;0.16521739130434782
5.0;5.0;3.0;5.0;1;1;left_weight > 4.00 AND left_distance > 4.00;2;0.9583333333333334;0.0415;0.9523809523809523;0.08547008547008547
1.0;1.0;5.0;1.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 2.00;3;1.0;0.0297;1.0;0.06956521739130435
1.0;3.0;5.0;2.0;2;2;right_weight > 4.00 AND left_weight <= 2.00 AND left_distance <= 3.00;3;0.9602446483180428;0.0422;0.9565217391304348;0.09565217391304348
1.0;5.0;2.0;2.0;1;1;right_weight <= 2.00 AND left_distance > 4.00 AND right_distance <= 2.00;3;1.0;0.028;1.0;0.06837606837606838
