compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
88.0;40.0;78.0;186.0;73.0;6.0;158.0;41.0;20.0;134.0;185.0;379.0;148.0;73.0;1.0;11.0;193.0;197.0;0;0;kurtosis_about_minor > 189.00 AND skewness_about_major > 71.00 AND max_length_aspect_ratio <= 7.00;3;0.9711191335740073;0.0436;0.9655172413793104;0.16568047337278108
93.0;41.0;75.0;124.0;51.0;7.0;140.0;49.0;18.0;141.0;164.0;284.0;149.0;77.0;5.0;15.0;184.0;185.0;3;3;scaled_variance_minor <= 319.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 136.00 AND kurtosis_about_major <= 19.00 AND compactness > 87.00 AND kurtosis_about_minor <= 184.00;6;0.9732620320855615;0.0155;1.0;0.062111801242236024
91.0;40.0;98.0;192.0;64.0;9.0;177.0;38.0;21.0;135.0;194.0;465.0;165.0;66.0;9.0;35.0;195.0;205.0;2;2;circularity <= 40.00 AND pr_axis_rectangularity > 20.00 AND skewness_about_major <= 67.00;3;0.9896907216494846;0.0039;0.75;0.01744186046511628
99.0;52.0;104.0;177.0;55.0;10.0;210.0;32.0;24.0;166.0;219.0;657.0;215.0;73.0;3.0;2.0;187.0;194.0;1;1;pr_axis_aspect_ratio <= 57.00 AND radius_ratio > 168.00 AND kurtosis_about_major <= 6.00 AND circularity > 49.00 AND compactness <= 100.00 AND max_length_aspect_ratio <= 10.00;6;0.9614035087719298;0.0035;1.0;0.016853932584269662
89.0;44.0;70.0;158.0;64.0;6.0;141.0;47.0;18.0;143.0;164.0;299.0;173.0;66.0;9.0;11.0;193.0;199.0;0;0;kurtosis_about_minor > 189.00 AND max_length_aspect_ratio <= 7.00 AND hollows_ratio <= 201.00 AND skewness_about_minor <= 9.00 AND circularity > 40.00;5;0.9577114427860697;0.0467;0.9705882352941176;0.1952662721893491
109.0;54.0;103.0;220.0;66.0;11.0;214.0;31.0;24.0;167.0;229.0;677.0;212.0;70.0;1.0;23.0;188.0;201.0;2;2;scaled_radius_of_gyration > 198.00 AND kurtosis_about_major > 19.00 AND 67.00 < skewness_about_major <= 71.00 AND compactness > 100.00 AND kurtosis_about_minor <= 189.00 AND 197.00 < hollows_ratio <= 201.00 AND radius_ratio > 196.00 AND pr_axis_aspect_ratio > 61.00 AND elongatedness <= 33.00 AND skewness_about_minor <= 2.00;10;0.881104033970276;0.0045;0.8;0.023255813953488372
91.0;43.0;88.0;157.0;61.0;9.0;149.0;45.0;19.0;157.0;165.0;326.0;140.0;64.0;1.0;26.0;197.0;207.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 167.00;2;0.9553450608930988;0.0198;0.8666666666666667;0.08074534161490683
107.0;56.0;105.0;202.0;61.0;11.0;221.0;30.0;25.0;179.0;234.0;725.0;212.0;72.0;15.0;1.0;189.0;196.0;1;1;radius_ratio > 196.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_variance_minor > 584.50 AND hollows_ratio <= 197.00 AND skewness_about_major <= 75.00 AND skewness_about_minor > 9.00;6;0.9691780821917808;0.0009;1.0;0.011235955056179775
95.0;43.0;83.0;198.0;69.0;6.0;177.0;36.0;21.0;139.0;189.0;484.0;163.0;68.0;6.0;4.0;196.0;198.0;0;0;kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00 AND max_length_aspect_ratio <= 7.00;3;0.9910714285714286;0.0626;1.0;0.25443786982248523
91.0;37.0;76.0;138.0;55.0;8.0;132.0;51.0;18.0;135.0;157.0;256.0;124.0;69.0;0.0;12.0;191.0;192.0;3;3;scaled_variance_minor <= 319.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 7.00 AND kurtosis_about_major <= 19.00 AND compactness > 87.00 AND radius_ratio <= 141.00;6;0.9907834101382489;0.009;1.0;0.043478260869565216
89.0;40.0;79.0;154.0;64.0;9.0;144.0;46.0;19.0;139.0;168.0;311.0;149.0;71.0;8.0;7.0;188.0;197.0;3;3;scaled_variance_minor <= 319.00 AND radius_ratio <= 168.00 AND max_length_aspect_ratio > 8.00;3;0.9627118644067797;0.0242;0.8947368421052632;0.10559006211180125
89.0;42.0;70.0;148.0;62.0;7.0;147.0;45.0;19.0;143.0;176.0;323.0;153.0;76.0;2.0;6.0;186.0;189.0;0;0;radius_ratio <= 168.00 AND pr_axis_aspect_ratio > 61.00 AND scaled_variance_minor > 319.00 AND max_length_aspect_ratio <= 7.00 AND compactness > 87.00;5;0.9838274932614556;0.0095;0.875;0.04142011834319527
91.0;39.0;82.0;164.0;68.0;10.0;143.0;46.0;19.0;137.0;164.0;308.0;158.0;68.0;13.0;9.0;191.0;201.0;3;3;scaled_variance_minor <= 319.00 AND max_length_aspect_ratio > 8.00 AND radius_ratio <= 168.00;3;0.9520348837209303;0.0245;0.8947368421052632;0.10559006211180125
93.0;39.0;63.0;146.0;58.0;7.0;128.0;52.0;18.0;134.0;149.0;246.0;158.0;63.0;9.0;7.0;198.0;204.0;2;2;circularity <= 40.00 AND skewness_about_major <= 67.00 AND scaled_radius_of_gyration > 148.75 AND pr_axis_aspect_ratio <= 61.00 AND hollows_ratio > 201.00 AND max_length_rectangularity <= 136.00 AND kurtosis_about_major <= 11.00 AND radius_ratio > 141.00 AND scaled_variance_major <= 167.00 AND 2.00 < skewness_about_minor <= 9.00 AND compactness > 87.00 AND kurtosis_about_minor > 184.00 AND pr_axis_rectangularity <= 20.00 AND max_length_aspect_ratio <= 10.00 AND scaled_variance_minor <= 365.00;15;0.951048951048951;0.002;1.0;0.011627906976744186
86.0;40.0;75.0;146.0;62.0;6.0;140.0;48.0;18.0;135.0;158.0;290.0;162.0;72.0;3.0;21.0;183.0;190.0;1;2;kurtosis_about_minor <= 184.00 AND scaled_radius_of_gyration > 148.75 AND max_length_rectangularity <= 136.00 AND radius_ratio > 141.00;4;1.0;0.0037;1.0;0.01744186046511628
104.0;53.0;108.0;206.0;61.0;11.0;217.0;31.0;24.0;168.0;226.0;694.0;209.0;67.0;0.0;9.0;188.0;201.0;2;2;scaled_radius_of_gyration > 198.00 AND skewness_about_major <= 67.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND hollows_ratio > 197.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND elongatedness <= 33.00 AND radius_ratio > 196.00 AND 6.00 < kurtosis_about_major <= 11.00 AND skewness_about_minor <= 2.00;9;0.9168399168399168;0.0009;1.0;0.011627906976744186
88.0;43.0;84.0;136.0;55.0;11.0;154.0;44.0;19.0;150.0;174.0;350.0;164.0;73.0;6.0;2.0;185.0;196.0;3;3;max_length_rectangularity > 146.00 AND radius_ratio <= 141.00 AND distance_circularity > 80.00;3;1.0;0.0183;1.0;0.08074534161490683
92.0;42.0;75.0;172.0;60.0;8.0;147.0;45.0;19.0;142.0;174.0;322.0;160.0;62.0;22.0;10.0;206.0;211.0;1;1;radius_ratio > 168.00 AND elongatedness > 43.00 AND pr_axis_aspect_ratio <= 61.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND circularity > 40.00;5;1.0;0.0008;1.0;0.011235955056179775
99.0;41.0;77.0;197.0;69.0;6.0;177.0;36.0;21.0;139.0;202.0;485.0;151.0;72.0;4.0;10.0;198.0;199.0;0;0;kurtosis_about_minor > 193.25 AND skewness_about_major > 71.00;2;0.9833795013850416;0.0237;1.0;0.09467455621301775
85.0;41.0;66.0;155.0;65.0;22.0;149.0;45.0;19.0;139.0;173.0;330.0;155.0;75.0;6.0;16.0;184.0;191.0;0;0;radius_ratio <= 168.00 AND pr_axis_aspect_ratio > 61.00 AND scatter_ratio > 147.00 AND max_length_rectangularity <= 146.00 AND skewness_about_major <= 75.00 AND skewness_about_minor <= 6.00;6;0.9619771863117871;0.0189;0.9230769230769231;0.07100591715976332
87.0;43.0;65.0;127.0;56.0;8.0;149.0;46.0;19.0;143.0;169.0;322.0;171.0;85.0;6.0;3.0;180.0;182.0;0;0;radius_ratio <= 141.00 AND 147.00 < scatter_ratio <= 157.00 AND hollows_ratio <= 191.00 AND 167.00 < scaled_variance_major <= 178.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND 319.00 < scaled_variance_minor <= 365.00 AND elongatedness <= 46.00 AND 136.00 < max_length_rectangularity <= 146.00 AND pr_axis_rectangularity <= 23.00 AND 2.00 < skewness_about_minor <= 6.00 AND compactness <= 100.00 AND circularity <= 49.00 AND kurtosis_about_major <= 11.00 AND 148.75 < scaled_radius_of_gyration <= 198.00;14;0.9515151515151515;0.0035;1.0;0.01775147928994083
112.0;50.0;110.0;186.0;56.0;11.0;214.0;31.0;24.0;159.0;232.0;676.0;203.0;71.0;18.0;27.0;191.0;202.0;2;2;scaled_radius_of_gyration > 198.00 AND skewness_about_major <= 71.00 AND compactness > 100.00 AND pr_axis_aspect_ratio <= 65.00 AND max_length_rectangularity <= 160.00 AND kurtosis_about_minor <= 193.25 AND radius_ratio > 168.00 AND hollows_ratio > 201.00;8;0.9102564102564102;0.005;1.0;0.023255813953488372
81.0;38.0;53.0;123.0;58.0;6.0;134.0;51.0;18.0;128.0;147.0;259.0;148.0;83.0;10.0;6.0;177.0;184.0;1;2;kurtosis_about_minor <= 184.00 AND circularity <= 40.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND max_length_rectangularity <= 136.00 AND skewness_about_minor > 9.00;5;0.8539682539682539;0.007;0.6666666666666666;0.023255813953488372
90.0;48.0;77.0;132.0;56.0;10.0;157.0;44.0;20.0;164.0;169.0;354.0;187.0;78.0;1.0;3.0;182.0;191.0;3;3;max_length_rectangularity > 160.00 AND radius_ratio <= 141.00;2;0.9601518026565465;0.0134;1.0;0.062111801242236024
97.0;48.0;94.0;198.0;63.0;9.0;181.0;36.0;21.0;155.0;200.0;494.0;189.0;64.0;20.0;11.0;199.0;203.0;1;1;radius_ratio > 196.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND 87.00 < compactness <= 100.00 AND 6.00 < kurtosis_about_major <= 19.00 AND elongatedness > 33.00 AND 365.00 < scaled_variance_minor <= 584.50 AND 70.00 < distance_circularity <= 98.00 AND 167.00 < scaled_variance_major <= 217.00 AND 147.00 < scatter_ratio <= 197.25 AND skewness_about_major <= 67.00 AND max_length_rectangularity <= 160.00 AND circularity > 44.00 AND 174.00 < scaled_radius_of_gyration <= 198.00 AND pr_axis_rectangularity <= 23.00 AND kurtosis_about_minor > 193.25 AND hollows_ratio > 197.00 AND skewness_about_minor > 9.00;18;0.928374655647383;0.002;1.0;0.016853932584269662
95.0;47.0;88.0;162.0;64.0;11.0;159.0;43.0;20.0;157.0;176.0;371.0;185.0;71.0;12.0;13.0;189.0;198.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00;3;0.9916666666666667;0.0617;1.0;0.2608695652173913
86.0;43.0;61.0;119.0;53.0;8.0;150.0;46.0;19.0;144.0;169.0;326.0;172.0;85.0;8.0;8.0;179.0;182.0;0;0;radius_ratio <= 141.00 AND scatter_ratio > 147.00 AND max_length_aspect_ratio <= 8.00 AND 6.00 < skewness_about_minor <= 9.00 AND 6.00 < kurtosis_about_major <= 11.00 AND scaled_variance_minor > 319.00 AND hollows_ratio <= 191.00 AND scaled_variance_major > 167.00 AND elongatedness <= 46.00 AND max_length_rectangularity <= 160.00;10;0.9703389830508474;0.0032;1.0;0.01775147928994083
102.0;54.0;106.0;221.0;68.0;11.0;207.0;32.0;24.0;164.0;228.0;638.0;238.0;71.0;0.0;26.0;189.0;200.0;2;2;scatter_ratio > 197.25 AND kurtosis_about_major > 19.00 AND 67.00 < skewness_about_major <= 71.00 AND radius_ratio > 196.00 AND skewness_about_minor <= 2.00 AND hollows_ratio > 197.00 AND pr_axis_aspect_ratio > 61.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND compactness > 100.00;9;0.8400926998841252;0.0062;0.8;0.023255813953488372
93.0;43.0;78.0;166.0;59.0;7.0;151.0;44.0;19.0;141.0;182.0;342.0;174.0;68.0;15.0;2.0;193.0;197.0;1;2;189.00 < kurtosis_about_minor <= 193.25 AND 67.00 < skewness_about_major <= 71.00 AND 167.00 < scaled_variance_major <= 217.00 AND 319.00 < scaled_variance_minor <= 365.00 AND 141.00 < radius_ratio <= 196.00 AND scatter_ratio > 147.00 AND 191.00 < hollows_ratio <= 201.00 AND 40.00 < circularity <= 44.00 AND 43.00 < elongatedness <= 46.00 AND 136.00 < max_length_rectangularity <= 146.00 AND compactness > 87.00 AND 70.00 < distance_circularity <= 80.00 AND scaled_radius_of_gyration > 148.75 AND pr_axis_aspect_ratio <= 61.00 AND max_length_aspect_ratio <= 7.00 AND skewness_about_minor > 9.00 AND kurtosis_about_major <= 6.00;17;0.8744257274119449;0.0012;1.0;0.011627906976744186
89.0;45.0;85.0;149.0;59.0;11.0;158.0;43.0;20.0;158.0;177.0;362.0;173.0;75.0;12.0;16.0;183.0;193.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 10.00;3;1.0;0.0379;1.0;0.16770186335403728
105.0;51.0;80.0;207.0;71.0;6.0;195.0;33.0;22.0;159.0;214.0;579.0;188.0;75.0;6.0;20.0;194.0;194.0;0;0;kurtosis_about_minor > 193.25 AND hollows_ratio <= 197.00;2;0.9700598802395209;0.0143;0.9;0.05325443786982249
108.0;56.0;103.0;234.0;73.0;10.0;221.0;30.0;25.0;174.0;232.0;718.0;214.0;73.0;8.0;3.0;187.0;197.0;2;2;scatter_ratio > 197.25 AND radius_ratio > 196.00 AND kurtosis_about_major <= 6.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND kurtosis_about_minor <= 189.00 AND skewness_about_minor > 6.00 AND 71.00 < skewness_about_major <= 75.00 AND pr_axis_aspect_ratio > 61.00 AND 191.00 < hollows_ratio <= 197.00 AND elongatedness <= 46.00 AND circularity > 40.00 AND max_length_rectangularity > 160.00 AND scaled_radius_of_gyration > 174.00;13;0.9290187891440501;0.0034;1.0;0.01744186046511628
89.0;38.0;78.0;153.0;61.0;7.0;146.0;46.0;19.0;127.0;166.0;314.0;142.0;69.0;0.0;9.0;187.0;194.0;1;2;kurtosis_about_minor <= 189.00 AND skewness_about_major <= 71.00 AND elongatedness <= 46.00 AND radius_ratio > 141.00 AND hollows_ratio > 191.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND pr_axis_aspect_ratio <= 61.00 AND compactness > 87.00 AND 6.00 < kurtosis_about_major <= 11.00 AND scaled_variance_major <= 167.00 AND 70.00 < distance_circularity <= 80.00 AND scaled_variance_minor <= 319.00;13;0.9703703703703703;0.0017;1.0;0.011627906976744186
97.0;35.0;66.0;151.0;64.0;8.0;128.0;52.0;18.0;129.0;148.0;246.0;112.0;66.0;6.0;2.0;195.0;200.0;3;3;scaled_variance_minor <= 319.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 7.00 AND radius_ratio <= 168.00 AND compactness > 93.00;5;0.9931506849315068;0.0145;1.0;0.06832298136645963
107.0;54.0;108.0;228.0;68.0;12.0;218.0;31.0;25.0;170.0;223.0;700.0;224.0;67.0;13.0;25.0;190.0;204.0;2;2;scatter_ratio > 197.25 AND skewness_about_major <= 67.00 AND scaled_variance_major > 178.00 AND skewness_about_minor > 9.00;4;0.9591836734693877;0.0156;0.8333333333333334;0.05813953488372093
100.0;47.0;70.0;185.0;70.0;7.0;162.0;40.0;20.0;153.0;179.0;406.0;172.0;68.0;9.0;6.0;200.0;205.0;0;0;kurtosis_about_minor > 193.25 AND skewness_about_major > 67.00 AND max_length_aspect_ratio <= 8.00;3;0.9747706422018348;0.0642;1.0;0.2603550295857988
93.0;46.0;82.0;145.0;58.0;11.0;159.0;43.0;20.0;160.0;180.0;371.0;189.0;77.0;2.0;4.0;183.0;194.0;3;3;distance_circularity > 80.00 AND kurtosis_about_minor <= 184.00 AND max_length_aspect_ratio > 10.00;3;0.9750889679715302;0.0186;1.0;0.08695652173913043
88.0;39.0;70.0;166.0;66.0;7.0;148.0;44.0;19.0;134.0;167.0;332.0;143.0;69.0;5.0;13.0;193.0;201.0;0;0;kurtosis_about_minor > 189.00 AND skewness_about_major > 67.00 AND max_length_aspect_ratio <= 7.00 AND skewness_about_minor <= 9.00 AND distance_circularity <= 70.00;5;0.9783549783549783;0.0049;1.0;0.029585798816568046
93.0;42.0;70.0;131.0;56.0;7.0;127.0;53.0;18.0;145.0;156.0;240.0;152.0;74.0;5.0;4.0;189.0;190.0;3;3;scaled_variance_minor <= 319.00 AND radius_ratio <= 141.00 AND max_length_rectangularity > 136.00 AND compactness > 87.00 AND scaled_radius_of_gyration <= 198.00 AND skewness_about_minor <= 6.00;6;0.9671052631578947;0.0145;1.0;0.062111801242236024
97.0;41.0;62.0;133.0;56.0;7.0;130.0;52.0;18.0;143.0;158.0;247.0;157.0;78.0;5.0;7.0;184.0;186.0;3;3;scaled_variance_minor <= 319.00 AND skewness_about_major > 71.00 AND max_length_rectangularity > 136.00 AND radius_ratio <= 141.00 AND compactness > 87.00 AND scatter_ratio <= 197.25;6;0.9585253456221198;0.0225;1.0;0.09937888198757763
106.0;54.0;103.0;161.0;47.0;4.0;247.0;27.0;27.0;166.0;266.0;892.0;242.0;85.0;4.0;11.0;181.0;183.0;0;0;elongatedness <= 33.00 AND max_length_aspect_ratio <= 7.00;2;0.9783549783549783;0.0451;1.0;0.17159763313609466
89.0;36.0;51.0;109.0;52.0;6.0;118.0;57.0;17.0;129.0;137.0;206.0;125.0;80.0;2.0;14.0;181.0;185.0;3;3;scaled_variance_minor <= 319.00 AND skewness_about_major > 75.00 AND 87.00 < compactness <= 93.00 AND radius_ratio <= 141.00 AND skewness_about_minor <= 2.00 AND 11.00 < kurtosis_about_major <= 19.00 AND scaled_radius_of_gyration <= 148.75 AND kurtosis_about_minor <= 184.00 AND pr_axis_rectangularity <= 23.00;9;0.9442724458204335;0.0009;1.0;0.012422360248447204
88.0;38.0;77.0;156.0;56.0;7.0;163.0;41.0;20.0;129.0;184.0;395.0;140.0;67.0;1.0;9.0;192.0;198.0;1;1;pr_axis_aspect_ratio <= 57.00 AND scaled_variance_minor > 365.00 AND max_length_rectangularity <= 136.00 AND skewness_about_major <= 67.00 AND pr_axis_rectangularity <= 20.00 AND radius_ratio > 141.00;6;0.977491961414791;0.0012;1.0;0.011235955056179775
89.0;47.0;81.0;147.0;64.0;11.0;156.0;44.0;20.0;163.0;170.0;352.0;188.0;76.0;6.0;13.0;184.0;193.0;3;3;max_length_rectangularity > 160.00 AND elongatedness > 43.00 AND distance_circularity > 80.00;3;1.0;0.0033;1.0;0.018633540372670808
93.0;42.0;98.0;192.0;63.0;9.0;185.0;36.0;22.0;138.0;206.0;508.0;173.0;70.0;10.0;21.0;189.0;197.0;2;2;kurtosis_about_minor <= 189.00 AND radius_ratio > 168.00 AND skewness_about_major <= 71.00 AND max_length_rectangularity <= 146.00;4;0.9578059071729957;0.0098;0.5714285714285714;0.023255813953488372
76.0;38.0;58.0;125.0;58.0;5.0;133.0;51.0;18.0;127.0;152.0;259.0;145.0;87.0;0.0;21.0;177.0;184.0;1;1;max_length_rectangularity <= 136.00 AND kurtosis_about_major > 19.00 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_major > 75.00 AND skewness_about_minor <= 2.00 AND hollows_ratio <= 191.00 AND compactness <= 87.00 AND kurtosis_about_minor <= 184.00;8;0.7373737373737373;0.005;0.75;0.016853932584269662
104.0;55.0;105.0;223.0;70.0;10.0;223.0;30.0;25.0;177.0;237.0;737.0;218.0;75.0;14.0;11.0;188.0;196.0;1;1;radius_ratio > 196.00 AND hollows_ratio <= 197.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND 71.00 < skewness_about_major <= 75.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND circularity > 49.00 AND 6.00 < kurtosis_about_major <= 11.00 AND skewness_about_minor > 2.00;8;0.9034941763727121;0.0026;0.6666666666666666;0.011235955056179775
104.0;55.0;100.0;201.0;66.0;10.0;214.0;31.0;24.0;173.0;224.0;680.0;221.0;74.0;1.0;1.0;185.0;194.0;2;2;scatter_ratio > 197.25 AND distance_circularity > 98.00 AND radius_ratio > 196.00 AND kurtosis_about_major <= 6.00 AND max_length_aspect_ratio <= 10.00 AND skewness_about_major <= 75.00;6;0.8825966850828729;0.0169;0.5833333333333334;0.040697674418604654
116.0;53.0;110.0;231.0;67.0;12.0;217.0;31.0;24.0;165.0;231.0;692.0;222.0;67.0;16.0;28.0;192.0;206.0;2;2;scatter_ratio > 197.25 AND skewness_about_major <= 67.00 AND scaled_variance_major > 178.00 AND skewness_about_minor > 9.00;4;0.9641434262948207;0.0176;0.8333333333333334;0.05813953488372093
83.0;40.0;53.0;114.0;53.0;6.0;132.0;53.0;18.0;140.0;142.0;247.0;157.0;86.0;8.0;7.0;176.0;183.0;3;3;scaled_variance_minor <= 319.00 AND skewness_about_major > 75.00 AND 136.00 < max_length_rectangularity <= 146.00 AND radius_ratio <= 141.00 AND scaled_radius_of_gyration <= 174.00 AND 6.00 < skewness_about_minor <= 9.00 AND 6.00 < kurtosis_about_major <= 11.00 AND pr_axis_rectangularity <= 19.00 AND max_length_aspect_ratio <= 7.00 AND compactness <= 87.00 AND elongatedness > 46.00 AND scatter_ratio <= 147.00 AND circularity <= 49.00 AND scaled_variance_major <= 167.00 AND distance_circularity <= 98.00 AND kurtosis_about_minor <= 184.00;16;0.9491017964071856;0.001;1.0;0.012422360248447204
93.0;41.0;79.0;159.0;63.0;8.0;144.0;46.0;19.0;150.0;165.0;309.0;134.0;67.0;4.0;9.0;195.0;203.0;3;3;scaled_variance_minor <= 319.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 146.00 AND hollows_ratio > 201.00;4;1.0;0.0086;1.0;0.043478260869565216
83.0;36.0;54.0;119.0;57.0;6.0;128.0;53.0;18.0;125.0;143.0;238.0;139.0;82.0;6.0;3.0;179.0;183.0;2;2;kurtosis_about_minor <= 184.00 AND circularity <= 40.00 AND max_length_rectangularity <= 136.00 AND 2.00 < skewness_about_minor <= 6.00 AND kurtosis_about_major <= 6.00;5;0.7828810020876826;0.0025;0.6666666666666666;0.011627906976744186
90.0;43.0;72.0;157.0;64.0;8.0;136.0;49.0;18.0;145.0;158.0;279.0;167.0;64.0;4.0;6.0;201.0;209.0;3;3;scaled_variance_minor <= 319.00 AND radius_ratio <= 168.00 AND max_length_aspect_ratio > 7.00 AND pr_axis_aspect_ratio > 61.00;4;0.9506172839506173;0.0406;0.9642857142857143;0.16770186335403728
84.0;40.0;71.0;131.0;55.0;7.0;150.0;45.0;19.0;134.0;167.0;330.0;165.0;80.0;12.0;1.0;180.0;186.0;1;2;kurtosis_about_minor <= 184.00 AND 147.00 < scatter_ratio <= 157.00 AND max_length_rectangularity <= 136.00 AND 319.00 < scaled_variance_minor <= 365.00 AND distance_circularity > 70.00 AND max_length_aspect_ratio <= 7.00 AND 33.00 < elongatedness <= 46.00 AND scaled_radius_of_gyration > 148.75 AND circularity <= 40.00 AND skewness_about_minor > 9.00;10;0.936026936026936;0.0023;1.0;0.011627906976744186
87.0;45.0;77.0;153.0;59.0;7.0;154.0;44.0;19.0;145.0;181.0;350.0;172.0;75.0;15.0;14.0;184.0;189.0;1;1;compactness <= 87.00 AND scaled_variance_major > 178.00 AND skewness_about_minor > 9.00 AND skewness_about_major <= 75.00;4;0.9810671256454389;0.0038;1.0;0.02247191011235955
86.0;41.0;64.0;148.0;61.0;5.0;150.0;45.0;19.0;138.0;165.0;333.0;173.0;80.0;5.0;8.0;182.0;185.0;2;2;kurtosis_about_minor <= 184.00 AND max_length_aspect_ratio <= 7.00 AND radius_ratio > 141.00 AND scatter_ratio > 147.00 AND circularity <= 44.00 AND scaled_radius_of_gyration <= 174.00 AND 136.00 < max_length_rectangularity <= 146.00 AND scaled_variance_major <= 167.00 AND scaled_variance_minor <= 365.00 AND elongatedness > 33.00 AND pr_axis_rectangularity <= 23.00 AND distance_circularity <= 70.00 AND compactness <= 100.00 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_minor > 2.00;15;0.9525547445255474;0.0013;1.0;0.011627906976744186
90.0;48.0;86.0;306.0;126.0;49.0;153.0;44.0;19.0;156.0;272.0;346.0;200.0;118.0;0.0;15.0;185.0;194.0;3;3;max_length_rectangularity > 146.00 AND elongatedness > 43.00 AND scaled_variance_minor <= 365.00 AND kurtosis_about_minor > 184.00 AND distance_circularity > 80.00;5;1.0;0.0212;1.0;0.09316770186335403
85.0;43.0;66.0;123.0;55.0;7.0;150.0;45.0;19.0;146.0;172.0;326.0;173.0;83.0;4.0;15.0;180.0;183.0;0;0;radius_ratio <= 141.00 AND 319.00 < scaled_variance_minor <= 365.00 AND max_length_aspect_ratio <= 7.00 AND 2.00 < skewness_about_minor <= 6.00 AND 147.00 < scatter_ratio <= 157.00 AND max_length_rectangularity <= 146.00 AND scaled_variance_major > 167.00 AND distance_circularity <= 80.00 AND circularity <= 44.00 AND elongatedness <= 46.00 AND kurtosis_about_major > 6.00 AND pr_axis_rectangularity <= 23.00 AND hollows_ratio <= 191.00 AND scaled_radius_of_gyration > 148.75;14;0.9547872340425532;0.0091;1.0;0.04142011834319527
87.0;36.0;53.0;117.0;58.0;4.0;118.0;57.0;17.0;125.0;138.0;205.0;138.0;85.0;9.0;15.0;180.0;183.0;3;3;scaled_variance_minor <= 319.00 AND skewness_about_major > 75.00 AND 11.00 < kurtosis_about_major <= 19.00 AND scaled_variance_major <= 167.00 AND radius_ratio <= 141.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND pr_axis_rectangularity <= 19.00 AND 6.00 < skewness_about_minor <= 9.00 AND scatter_ratio <= 147.00 AND compactness <= 93.00 AND scaled_radius_of_gyration <= 148.75 AND circularity <= 49.00 AND elongatedness > 43.00 AND distance_circularity <= 98.00 AND max_length_rectangularity <= 160.00 AND kurtosis_about_minor <= 189.00;16;0.9505208333333334;0.0018;1.0;0.012422360248447204
92.0;40.0;62.0;144.0;59.0;8.0;127.0;52.0;17.0;139.0;149.0;241.0;150.0;62.0;13.0;1.0;204.0;210.0;3;3;scaled_variance_minor <= 319.00 AND radius_ratio <= 168.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 136.00 AND compactness > 87.00;5;0.9661016949152542;0.0421;0.8620689655172413;0.15527950310559005
90.0;48.0;85.0;157.0;64.0;11.0;161.0;43.0;20.0;167.0;175.0;375.0;186.0;74.0;3.0;16.0;185.0;195.0;3;3;max_length_rectangularity > 160.00 AND pr_axis_rectangularity <= 20.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 10.00;4;1.0;0.0151;1.0;0.062111801242236024
85.0;36.0;51.0;115.0;56.0;5.0;119.0;57.0;17.0;124.0;139.0;207.0;127.0;81.0;13.0;5.0;181.0;184.0;3;3;scaled_variance_minor <= 319.00 AND skewness_about_major > 75.00 AND kurtosis_about_major <= 11.00 AND skewness_about_minor > 9.00 AND scaled_radius_of_gyration <= 148.75;5;0.8929663608562691;0.0051;0.5;0.012422360248447204
