compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
108.0;56.0;103.0;234.0;73.0;10.0;221.0;30.0;25.0;174.0;232.0;718.0;214.0;73.0;8.0;3.0;187.0;197.0;2;2;compactness > 100.00 AND distance_circularity > 98.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND radius_ratio > 196.00 AND scatter_ratio > 157.00 AND scaled_variance_minor > 365.00 AND skewness_about_major <= 75.00 AND hollows_ratio > 191.00 AND scaled_variance_major > 178.00 AND 6.00 < skewness_about_minor <= 9.00 AND scaled_radius_of_gyration > 198.00 AND kurtosis_about_major <= 6.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND pr_axis_aspect_ratio > 65.00;14;0.8237179487179487;0.0014;1.0;0.011764705882352941
89.0;38.0;78.0;153.0;61.0;7.0;146.0;46.0;19.0;127.0;166.0;314.0;142.0;69.0;0.0;9.0;187.0;194.0;1;1;distance_circularity <= 80.00 AND max_length_rectangularity <= 136.00 AND kurtosis_about_minor <= 189.00 AND compactness <= 93.00 AND skewness_about_major <= 71.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND scaled_radius_of_gyration <= 148.75 AND elongatedness <= 46.00 AND 191.00 < hollows_ratio <= 197.00 AND 141.00 < radius_ratio <= 168.00 AND 6.00 < kurtosis_about_major <= 11.00 AND circularity <= 40.00 AND skewness_about_minor <= 2.00 AND scaled_variance_minor <= 319.00 AND max_length_aspect_ratio <= 7.00 AND pr_axis_rectangularity <= 23.00;16;0.8967136150234741;0.0012;1.0;0.01092896174863388
97.0;35.0;66.0;151.0;64.0;8.0;128.0;52.0;18.0;129.0;148.0;246.0;112.0;66.0;6.0;2.0;195.0;200.0;3;3;max_length_aspect_ratio > 7.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND compactness > 93.00 AND scaled_variance_major <= 178.00 AND pr_axis_aspect_ratio > 61.00;7;0.9715189873417721;0.0041;1.0;0.025
107.0;54.0;108.0;228.0;68.0;12.0;218.0;31.0;25.0;170.0;223.0;700.0;224.0;67.0;13.0;25.0;190.0;204.0;2;2;circularity > 44.00 AND scatter_ratio > 157.00 AND distance_circularity > 80.00 AND hollows_ratio > 201.00 AND scaled_variance_major > 217.00 AND compactness > 100.00 AND skewness_about_major <= 71.00 AND kurtosis_about_major > 19.00 AND scaled_radius_of_gyration > 198.00 AND max_length_aspect_ratio > 10.00 AND kurtosis_about_minor > 189.00 AND radius_ratio > 168.00 AND pr_axis_aspect_ratio > 57.00 AND scaled_variance_minor > 365.00 AND skewness_about_minor > 9.00;15;0.9678899082568807;0.0051;1.0;0.023529411764705882
100.0;47.0;70.0;185.0;70.0;7.0;162.0;40.0;20.0;153.0;179.0;406.0;172.0;68.0;9.0;6.0;200.0;205.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND distance_circularity <= 70.00;4;1.0;0.0124;1.0;0.059880239520958084
93.0;46.0;82.0;145.0;58.0;11.0;159.0;43.0;20.0;160.0;180.0;371.0;189.0;77.0;2.0;4.0;183.0;194.0;3;3;max_length_rectangularity > 136.00 AND radius_ratio <= 168.00 AND max_length_aspect_ratio > 8.00 AND 80.00 < distance_circularity <= 98.00 AND pr_axis_rectangularity <= 20.00 AND kurtosis_about_minor <= 189.00 AND hollows_ratio > 191.00 AND circularity > 40.00;8;0.9652509652509652;0.0464;1.0;0.2
88.0;39.0;70.0;166.0;66.0;7.0;148.0;44.0;19.0;134.0;167.0;332.0;143.0;69.0;5.0;13.0;193.0;201.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND scaled_variance_minor > 319.00 AND scaled_variance_major <= 178.00;5;1.0;0.034;1.0;0.1377245508982036
93.0;42.0;70.0;131.0;56.0;7.0;127.0;53.0;18.0;145.0;156.0;240.0;152.0;74.0;5.0;4.0;189.0;190.0;3;3;max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND kurtosis_about_major <= 19.00 AND compactness > 87.00 AND skewness_about_minor <= 6.00 AND distance_circularity <= 70.00;6;0.9925373134328358;0.0296;0.9090909090909091;0.125
97.0;41.0;62.0;133.0;56.0;7.0;130.0;52.0;18.0;143.0;158.0;247.0;157.0;78.0;5.0;7.0;184.0;186.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND compactness > 87.00 AND skewness_about_major > 75.00;4;1.0;0.0182;1.0;0.075
106.0;54.0;103.0;161.0;47.0;4.0;247.0;27.0;27.0;166.0;266.0;892.0;242.0;85.0;4.0;11.0;181.0;183.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND compactness > 100.00;3;0.989010989010989;0.0261;1.0;0.1317365269461078
89.0;36.0;51.0;109.0;52.0;6.0;118.0;57.0;17.0;129.0;137.0;206.0;125.0;80.0;2.0;14.0;181.0;185.0;3;3;scatter_ratio <= 157.00 AND elongatedness > 46.00 AND compactness > 87.00 AND scaled_variance_minor <= 365.00 AND 6.00 < kurtosis_about_major <= 19.00 AND radius_ratio <= 141.00 AND distance_circularity <= 70.00 AND skewness_about_minor <= 2.00;8;0.9601769911504425;0.0072;1.0;0.0375
88.0;38.0;77.0;156.0;56.0;7.0;163.0;41.0;20.0;129.0;184.0;395.0;140.0;67.0;1.0;9.0;192.0;198.0;1;1;19.00 < pr_axis_rectangularity <= 20.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 67.00 AND hollows_ratio <= 201.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND scaled_variance_minor > 365.00 AND elongatedness <= 43.00 AND pr_axis_aspect_ratio <= 57.00 AND radius_ratio <= 168.00 AND scaled_radius_of_gyration <= 148.75 AND distance_circularity <= 80.00 AND compactness <= 93.00;12;0.9563636363636364;0.0014;1.0;0.01092896174863388
89.0;47.0;81.0;147.0;64.0;11.0;156.0;44.0;20.0;163.0;170.0;352.0;188.0;76.0;6.0;13.0;184.0;193.0;3;3;max_length_rectangularity > 160.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 10.00 AND scaled_radius_of_gyration > 174.00;4;1.0;0.0092;1.0;0.04375
93.0;42.0;98.0;192.0;63.0;9.0;185.0;36.0;22.0;138.0;206.0;508.0;173.0;70.0;10.0;21.0;189.0;197.0;2;2;184.00 < kurtosis_about_minor <= 189.00 AND kurtosis_about_major > 19.00 AND skewness_about_minor > 9.00 AND compactness > 87.00 AND pr_axis_rectangularity > 20.00 AND distance_circularity > 80.00 AND 67.00 < skewness_about_major <= 71.00 AND 178.00 < scaled_variance_major <= 217.00 AND 365.00 < scaled_variance_minor <= 584.50 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND hollows_ratio > 191.00 AND max_length_rectangularity <= 146.00 AND 33.00 < elongatedness <= 43.00 AND circularity <= 44.00 AND 148.75 < scaled_radius_of_gyration <= 198.00 AND scatter_ratio <= 197.25 AND 168.00 < radius_ratio <= 196.00 AND 7.00 < max_length_aspect_ratio <= 10.00;18;0.9420289855072463;0.0012;1.0;0.011764705882352941
76.0;38.0;58.0;125.0;58.0;5.0;133.0;51.0;18.0;127.0;152.0;259.0;145.0;87.0;0.0;21.0;177.0;184.0;1;1;compactness <= 87.00 AND kurtosis_about_major > 19.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND kurtosis_about_minor <= 184.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration <= 148.75 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND skewness_about_minor <= 2.00 AND circularity <= 40.00 AND hollows_ratio <= 191.00 AND scaled_variance_major <= 217.00 AND pr_axis_rectangularity <= 19.00 AND distance_circularity <= 98.00 AND radius_ratio <= 141.00 AND elongatedness > 46.00 AND max_length_aspect_ratio <= 10.00 AND skewness_about_major > 67.00;18;0.8785578747628083;0.0036;1.0;0.01639344262295082
104.0;55.0;105.0;223.0;70.0;10.0;223.0;30.0;25.0;177.0;237.0;737.0;218.0;75.0;14.0;11.0;188.0;196.0;1;1;compactness > 93.00 AND scatter_ratio > 197.25 AND scaled_variance_minor > 365.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND hollows_ratio <= 197.00 AND elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND kurtosis_about_minor <= 193.25;8;0.9607843137254902;0.0137;0.8888888888888888;0.04371584699453552
104.0;55.0;100.0;201.0;66.0;10.0;214.0;31.0;24.0;173.0;224.0;680.0;221.0;74.0;1.0;1.0;185.0;194.0;2;2;compactness > 100.00 AND radius_ratio > 196.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND scatter_ratio > 197.25 AND distance_circularity > 98.00 AND 71.00 < skewness_about_major <= 75.00 AND scaled_variance_major > 217.00 AND pr_axis_aspect_ratio > 61.00 AND scaled_radius_of_gyration > 198.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND hollows_ratio > 191.00 AND skewness_about_minor <= 2.00 AND elongatedness <= 33.00 AND kurtosis_about_major <= 6.00;14;0.8247422680412371;0.0035;1.0;0.01764705882352941
116.0;53.0;110.0;231.0;67.0;12.0;217.0;31.0;24.0;165.0;231.0;692.0;222.0;67.0;16.0;28.0;192.0;206.0;2;2;hollows_ratio > 201.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 8.00 AND radius_ratio > 196.00 AND compactness > 100.00 AND scaled_radius_of_gyration > 198.00 AND elongatedness <= 43.00 AND scaled_variance_major > 178.00 AND kurtosis_about_minor > 189.00 AND kurtosis_about_major > 6.00 AND skewness_about_major <= 75.00 AND pr_axis_aspect_ratio > 57.00 AND skewness_about_minor > 9.00;13;0.9847328244274809;0.0068;1.0;0.03529411764705882
83.0;40.0;53.0;114.0;53.0;6.0;132.0;53.0;18.0;140.0;142.0;247.0;157.0;86.0;8.0;7.0;176.0;183.0;3;3;136.00 < max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND kurtosis_about_major <= 11.00 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND scaled_radius_of_gyration > 148.75 AND skewness_about_major > 71.00;7;0.967948717948718;0.0167;1.0;0.075
93.0;41.0;79.0;159.0;63.0;8.0;144.0;46.0;19.0;150.0;165.0;309.0;134.0;67.0;4.0;9.0;195.0;203.0;3;3;max_length_rectangularity > 136.00 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND scaled_variance_major <= 167.00 AND compactness > 87.00 AND max_length_aspect_ratio > 7.00 AND pr_axis_aspect_ratio > 61.00 AND radius_ratio <= 168.00;8;0.9944444444444445;0.0222;1.0;0.1
83.0;36.0;54.0;119.0;57.0;6.0;128.0;53.0;18.0;125.0;143.0;238.0;139.0;82.0;6.0;3.0;179.0;183.0;2;2;pr_axis_aspect_ratio <= 61.00 AND max_length_rectangularity <= 136.00 AND hollows_ratio <= 191.00 AND 2.00 < skewness_about_minor <= 6.00 AND circularity <= 40.00 AND scaled_variance_minor <= 365.00 AND scaled_radius_of_gyration <= 174.00 AND kurtosis_about_minor <= 189.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 33.00 AND scatter_ratio <= 157.00 AND pr_axis_rectangularity <= 20.00 AND scaled_variance_major <= 178.00 AND distance_circularity <= 98.00 AND compactness <= 100.00 AND radius_ratio <= 141.00 AND skewness_about_major > 71.00;17;0.5397946084724005;0.0123;0.5555555555555556;0.029411764705882353
90.0;43.0;72.0;157.0;64.0;8.0;136.0;49.0;18.0;145.0;158.0;279.0;167.0;64.0;4.0;6.0;201.0;209.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND scaled_variance_major <= 167.00 AND compactness > 87.00 AND kurtosis_about_major <= 6.00;6;0.973568281938326;0.021;0.9375;0.09375
84.0;40.0;71.0;131.0;55.0;7.0;150.0;45.0;19.0;134.0;167.0;330.0;165.0;80.0;12.0;1.0;180.0;186.0;1;1;compactness <= 87.00 AND skewness_about_minor > 9.00 AND scaled_variance_minor > 319.00 AND pr_axis_aspect_ratio <= 61.00 AND distance_circularity > 70.00 AND max_length_aspect_ratio <= 7.00 AND max_length_rectangularity <= 136.00 AND circularity <= 40.00 AND kurtosis_about_major <= 6.00 AND scaled_variance_major <= 178.00 AND scatter_ratio > 147.00;11;0.9857142857142858;0.0022;1.0;0.01092896174863388
87.0;45.0;77.0;153.0;59.0;7.0;154.0;44.0;19.0;145.0;181.0;350.0;172.0;75.0;15.0;14.0;184.0;189.0;1;1;compactness <= 87.00 AND scaled_variance_major > 178.00 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_major <= 75.00 AND circularity > 44.00 AND distance_circularity > 70.00 AND skewness_about_minor > 9.00 AND max_length_aspect_ratio <= 8.00 AND scaled_variance_minor > 319.00 AND pr_axis_rectangularity <= 20.00 AND radius_ratio > 141.00 AND kurtosis_about_major > 11.00;12;0.9744897959183674;0.0012;1.0;0.01092896174863388
86.0;41.0;64.0;148.0;61.0;5.0;150.0;45.0;19.0;138.0;165.0;333.0;173.0;80.0;5.0;8.0;182.0;185.0;2;2;57.00 < pr_axis_aspect_ratio <= 61.00 AND 141.00 < radius_ratio <= 196.00 AND 147.00 < scatter_ratio <= 197.25 AND 319.00 < scaled_variance_minor <= 365.00 AND 6.00 < kurtosis_about_major <= 11.00 AND 43.00 < elongatedness <= 46.00 AND 2.00 < skewness_about_minor <= 6.00 AND max_length_rectangularity <= 146.00 AND max_length_aspect_ratio <= 7.00 AND scaled_radius_of_gyration > 148.75 AND kurtosis_about_minor <= 184.00 AND scaled_variance_major <= 167.00 AND circularity <= 44.00;13;0.7291021671826625;0.0013;1.0;0.011764705882352941
90.0;48.0;86.0;306.0;126.0;49.0;153.0;44.0;19.0;156.0;272.0;346.0;200.0;118.0;0.0;15.0;185.0;194.0;3;3;max_length_aspect_ratio > 10.00 AND scaled_variance_minor <= 365.00 AND distance_circularity > 80.00 AND max_length_rectangularity > 146.00;4;0.9552845528455285;0.0219;1.0;0.10625
85.0;43.0;66.0;123.0;55.0;7.0;150.0;45.0;19.0;146.0;172.0;326.0;173.0;83.0;4.0;15.0;180.0;183.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scatter_ratio > 147.00 AND distance_circularity <= 70.00 AND kurtosis_about_major > 11.00;5;1.0;0.0151;1.0;0.0658682634730539
87.0;36.0;53.0;117.0;58.0;4.0;118.0;57.0;17.0;125.0;138.0;205.0;138.0;85.0;9.0;15.0;180.0;183.0;3;3;compactness <= 93.00 AND radius_ratio <= 141.00 AND 6.00 < kurtosis_about_major <= 19.00 AND elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND scatter_ratio <= 147.00 AND pr_axis_aspect_ratio > 57.00 AND 6.00 < skewness_about_minor <= 9.00 AND scaled_variance_major <= 178.00 AND skewness_about_major > 71.00;10;0.960431654676259;0.001;1.0;0.0125
92.0;40.0;62.0;144.0;59.0;8.0;127.0;52.0;17.0;139.0;149.0;241.0;150.0;62.0;13.0;1.0;204.0;210.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND kurtosis_about_minor > 193.25 AND circularity <= 40.00 AND max_length_aspect_ratio > 7.00;5;1.0;0.0073;1.0;0.0375
90.0;48.0;85.0;157.0;64.0;11.0;161.0;43.0;20.0;167.0;175.0;375.0;186.0;74.0;3.0;16.0;185.0;195.0;3;3;max_length_aspect_ratio > 10.00 AND scaled_variance_major <= 178.00 AND max_length_rectangularity > 160.00;3;1.0;0.0111;1.0;0.0625
85.0;36.0;51.0;115.0;56.0;5.0;119.0;57.0;17.0;124.0;139.0;207.0;127.0;81.0;13.0;5.0;181.0;184.0;3;3;max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND kurtosis_about_major <= 19.00 AND scaled_variance_minor <= 365.00 AND scatter_ratio <= 147.00 AND distance_circularity <= 70.00 AND skewness_about_major > 75.00 AND skewness_about_minor > 6.00 AND pr_axis_aspect_ratio <= 65.00;9;0.9016129032258065;0.0325;0.8181818181818182;0.1125
96.0;40.0;100.0;178.0;58.0;8.0;181.0;37.0;21.0;134.0;205.0;486.0;160.0;68.0;5.0;34.0;192.0;202.0;2;2;skewness_about_major > 67.00 AND distance_circularity > 98.00 AND max_length_aspect_ratio > 7.00 AND radius_ratio > 168.00 AND hollows_ratio > 201.00 AND scatter_ratio > 157.00 AND elongatedness <= 43.00 AND max_length_rectangularity <= 136.00 AND scaled_variance_minor <= 584.50 AND compactness > 87.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00;11;0.9717314487632509;0.0013;1.0;0.011764705882352941
92.0;37.0;86.0;167.0;60.0;7.0;158.0;42.0;20.0;131.0;181.0;373.0;144.0;68.0;9.0;21.0;190.0;196.0;2;2;max_length_rectangularity <= 136.00 AND kurtosis_about_major > 19.00 AND circularity <= 40.00 AND pr_axis_aspect_ratio <= 65.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 33.00 AND distance_circularity > 80.00 AND skewness_about_major <= 71.00 AND compactness > 87.00 AND scaled_variance_major > 178.00 AND kurtosis_about_minor > 189.00 AND skewness_about_minor > 2.00 AND scatter_ratio > 157.00 AND radius_ratio <= 196.00;14;0.9666666666666667;0.0032;1.0;0.01764705882352941
105.0;54.0;108.0;234.0;70.0;12.0;215.0;31.0;24.0;168.0;226.0;687.0;228.0;68.0;4.0;22.0;189.0;201.0;2;2;kurtosis_about_major > 19.00 AND pr_axis_rectangularity > 20.00 AND 67.00 < skewness_about_major <= 71.00 AND scatter_ratio > 147.00 AND compactness > 100.00 AND scaled_variance_minor > 365.00 AND hollows_ratio > 197.00 AND distance_circularity > 98.00 AND radius_ratio > 196.00 AND scaled_radius_of_gyration > 198.00 AND max_length_aspect_ratio > 10.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor <= 189.00 AND skewness_about_minor <= 6.00 AND elongatedness <= 43.00 AND scaled_variance_major > 167.00;16;0.9372197309417041;0.0037;1.0;0.023529411764705882
101.0;55.0;107.0;200.0;61.0;11.0;225.0;30.0;25.0;178.0;228.0;730.0;204.0;74.0;8.0;35.0;187.0;201.0;1;1;scaled_variance_minor > 584.50 AND elongatedness <= 33.00 AND max_length_aspect_ratio > 8.00 AND scatter_ratio > 197.25 AND pr_axis_aspect_ratio <= 61.00 AND 197.00 < hollows_ratio <= 201.00 AND 6.00 < skewness_about_minor <= 9.00 AND kurtosis_about_major > 19.00 AND skewness_about_major > 71.00;9;0.961352657004831;0.0026;1.0;0.01639344262295082
91.0;39.0;72.0;133.0;55.0;7.0;146.0;46.0;19.0;132.0;170.0;314.0;149.0;77.0;9.0;18.0;184.0;189.0;2;2;pr_axis_aspect_ratio <= 57.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration > 148.75 AND scaled_variance_minor <= 584.50 AND circularity <= 40.00 AND kurtosis_about_major > 11.00 AND 2.00 < skewness_about_minor <= 9.00 AND kurtosis_about_minor <= 189.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 43.00 AND compactness > 87.00 AND 167.00 < scaled_variance_major <= 217.00;12;0.9565217391304348;0.0013;1.0;0.011764705882352941
95.0;43.0;96.0;202.0;65.0;10.0;189.0;35.0;22.0;143.0;217.0;534.0;166.0;71.0;6.0;27.0;190.0;197.0;1;1;max_length_aspect_ratio > 7.00 AND pr_axis_rectangularity > 20.00 AND compactness <= 100.00 AND scaled_variance_minor > 365.00 AND radius_ratio > 196.00 AND elongatedness <= 43.00 AND kurtosis_about_major > 19.00 AND hollows_ratio <= 197.00 AND skewness_about_major <= 71.00 AND pr_axis_aspect_ratio <= 65.00 AND skewness_about_minor <= 6.00 AND scaled_radius_of_gyration <= 174.00 AND kurtosis_about_minor > 189.00;13;0.9555555555555556;0.0015;1.0;0.01092896174863388
110.0;54.0;102.0;201.0;64.0;11.0;213.0;31.0;24.0;171.0;222.0;669.0;221.0;73.0;17.0;16.0;188.0;198.0;2;2;scaled_variance_minor > 319.00 AND radius_ratio > 196.00 AND pr_axis_rectangularity > 23.00 AND skewness_about_major <= 75.00 AND scaled_variance_major > 217.00 AND distance_circularity > 80.00 AND compactness > 100.00 AND hollows_ratio > 197.00 AND skewness_about_minor > 9.00 AND max_length_aspect_ratio > 8.00 AND pr_axis_aspect_ratio > 61.00;11;0.954225352112676;0.0178;1.0;0.07647058823529412
104.0;53.0;108.0;204.0;64.0;11.0;220.0;31.0;25.0;172.0;226.0;707.0;203.0;71.0;14.0;30.0;189.0;203.0;2;2;kurtosis_about_major > 19.00 AND distance_circularity > 98.00 AND hollows_ratio > 201.00 AND compactness > 100.00 AND scaled_variance_minor > 365.00 AND skewness_about_minor > 9.00 AND scaled_variance_major > 178.00 AND skewness_about_major <= 71.00 AND scaled_radius_of_gyration > 198.00 AND radius_ratio > 196.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00;11;0.9566563467492261;0.0056;1.0;0.029411764705882353
98.0;39.0;81.0;191.0;64.0;9.0;166.0;40.0;20.0;138.0;184.0;415.0;131.0;62.0;8.0;19.0;197.0;205.0;2;2;hollows_ratio > 197.00 AND 168.00 < radius_ratio <= 196.00 AND max_length_aspect_ratio > 8.00 AND scatter_ratio > 157.00 AND kurtosis_about_minor > 184.00 AND pr_axis_rectangularity > 19.00 AND 93.00 < compactness <= 100.00 AND pr_axis_aspect_ratio > 57.00 AND scaled_variance_major > 178.00 AND 365.00 < scaled_variance_minor <= 584.50 AND circularity <= 40.00 AND skewness_about_major <= 75.00;12;0.9684684684684685;0.0034;1.0;0.01764705882352941
93.0;39.0;78.0;164.0;66.0;8.0;139.0;48.0;18.0;140.0;157.0;290.0;126.0;64.0;4.0;7.0;201.0;208.0;3;3;max_length_rectangularity > 136.00 AND elongatedness > 46.00 AND pr_axis_aspect_ratio > 65.00;3;1.0;0.0047;1.0;0.03125
93.0;35.0;72.0;172.0;62.0;7.0;149.0;44.0;19.0;124.0;169.0;334.0;125.0;62.0;5.0;30.0;203.0;210.0;1;1;compactness <= 93.00 AND kurtosis_about_major > 19.00 AND 70.00 < distance_circularity <= 80.00 AND skewness_about_major <= 67.00 AND scaled_variance_minor > 319.00 AND 168.00 < radius_ratio <= 196.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND hollows_ratio > 197.00 AND scaled_variance_major > 167.00 AND kurtosis_about_minor > 189.00 AND scatter_ratio > 147.00 AND elongatedness <= 46.00 AND max_length_rectangularity <= 136.00 AND skewness_about_minor <= 9.00;14;0.8130841121495327;0.0065;1.0;0.0273224043715847
100.0;51.0;89.0;199.0;65.0;6.0;201.0;32.0;23.0;159.0;219.0;622.0;205.0;74.0;6.0;7.0;193.0;193.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_major > 71.00 AND kurtosis_about_minor > 189.00 AND circularity > 49.00;5;1.0;0.014;1.0;0.04790419161676647
85.0;43.0;66.0;120.0;54.0;5.0;148.0;46.0;19.0;145.0;168.0;320.0;174.0;87.0;8.0;2.0;179.0;181.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00 AND circularity > 40.00;5;0.975517890772128;0.0358;0.96;0.1437125748502994
96.0;46.0;88.0;160.0;64.0;9.0;151.0;44.0;19.0;148.0;173.0;339.0;182.0;70.0;15.0;11.0;192.0;199.0;3;3;max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00 AND compactness > 93.00;4;1.0;0.0371;1.0;0.15625
94.0;48.0;83.0;162.0;64.0;10.0;156.0;43.0;19.0;153.0;177.0;357.0;187.0;74.0;4.0;14.0;185.0;196.0;3;3;max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND distance_circularity > 80.00;3;0.955026455026455;0.0706;1.0;0.3125
107.0;54.0;98.0;210.0;66.0;11.0;218.0;31.0;24.0;169.0;221.0;704.0;216.0;71.0;14.0;0.0;188.0;197.0;2;2;scatter_ratio > 157.00 AND compactness > 100.00 AND skewness_about_minor > 9.00 AND scaled_radius_of_gyration > 198.00 AND radius_ratio > 196.00 AND pr_axis_rectangularity > 23.00 AND max_length_aspect_ratio > 10.00 AND 67.00 < skewness_about_major <= 71.00 AND scaled_variance_major > 217.00 AND scaled_variance_minor > 584.50 AND pr_axis_aspect_ratio > 61.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND hollows_ratio > 191.00 AND elongatedness <= 43.00 AND distance_circularity > 80.00 AND circularity > 44.00 AND max_length_rectangularity > 146.00;17;0.8670886075949367;0.0091;1.0;0.041176470588235294
84.0;44.0;65.0;128.0;55.0;8.0;150.0;46.0;19.0;148.0;169.0;325.0;176.0;82.0;1.0;11.0;179.0;183.0;0;0;max_length_aspect_ratio <= 8.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00;4;0.9630071599045346;0.0585;0.9487179487179487;0.2215568862275449
92.0;38.0;60.0;130.0;62.0;5.0;114.0;58.0;17.0;132.0;135.0;194.0;137.0;72.0;14.0;5.0;190.0;194.0;3;3;max_length_rectangularity <= 160.00 AND elongatedness > 46.00 AND compactness > 87.00 AND kurtosis_about_major <= 6.00 AND pr_axis_aspect_ratio > 61.00;5;1.0;0.0109;1.0;0.05625
98.0;48.0;101.0;195.0;61.0;11.0;207.0;31.0;23.0;152.0;227.0;650.0;193.0;71.0;5.0;7.0;189.0;196.0;1;1;max_length_aspect_ratio > 8.00 AND scatter_ratio > 197.25 AND compactness <= 100.00 AND scaled_variance_minor > 584.50 AND scaled_variance_major > 178.00 AND skewness_about_major <= 75.00 AND hollows_ratio <= 197.00 AND pr_axis_aspect_ratio <= 61.00 AND kurtosis_about_major <= 11.00;9;0.9814814814814815;0.0048;1.0;0.02185792349726776
93.0;34.0;72.0;144.0;56.0;6.0;133.0;50.0;18.0;123.0;158.0;263.0;125.0;63.0;5.0;20.0;200.0;206.0;2;2;2.00 < skewness_about_minor <= 6.00 AND kurtosis_about_major > 19.00 AND skewness_about_major <= 71.00 AND hollows_ratio > 201.00 AND compactness > 87.00 AND radius_ratio > 141.00 AND distance_circularity > 70.00 AND pr_axis_aspect_ratio <= 57.00 AND max_length_rectangularity <= 136.00 AND scaled_variance_minor <= 365.00 AND max_length_aspect_ratio <= 7.00 AND elongatedness > 46.00 AND circularity <= 40.00 AND kurtosis_about_minor > 184.00;14;0.9351351351351351;0.0013;1.0;0.011764705882352941
93.0;49.0;79.0;180.0;65.0;7.0;173.0;37.0;21.0;158.0;189.0;463.0;194.0;70.0;5.0;10.0;197.0;202.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND distance_circularity <= 80.00 AND scaled_variance_minor > 319.00 AND skewness_about_major > 67.00 AND hollows_ratio > 201.00;6;1.0;0.0252;1.0;0.10778443113772455
101.0;42.0;62.0;175.0;67.0;6.0;149.0;43.0;19.0;139.0;169.0;341.0;165.0;65.0;7.0;11.0;202.0;209.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND kurtosis_about_minor > 193.25 AND compactness > 93.00;5;1.0;0.0369;1.0;0.16167664670658682
