state;account_length;area_code;phone_number;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
42.0;47.0;415.0;237.0;0.0;1.0;30.0;196.6;93.0;33.42;241.4;140.0;20.52;226.0;118.0;10.17;12.9;4.0;3.48;2.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00 AND total_day_charge <= 36.65;3;0.9692532942898975;0.1606;0.9618320610687023;0.1817657241777265
13.0;123.0;415.0;4959.0;0.0;0.0;0.0;132.2;122.0;22.47;169.9;101.0;14.44;150.1;123.0;6.75;12.9;11.0;3.48;3.0;1;1;number_customer_service_calls > 2.00 AND total_day_charge <= 24.43 AND total_day_minutes <= 215.60 AND total_eve_minutes <= 201.00 AND 100.00 < account_length <= 127.00 AND number_vmail_messages <= 0.00 AND 408.00 < area_code <= 415.00 AND state <= 26.00 AND total_night_calls > 113.00 AND total_eve_charge <= 19.85;10;0.6153846153846154;0.0005;1.0;0.007462686567164179
47.0;238.0;415.0;1251.0;0.0;0.0;0.0;202.0;60.0;34.34;213.9;105.0;18.18;266.4;90.0;11.99;12.0;1.0;3.24;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND total_day_calls <= 88.00;3;0.9779005524861878;0.1533;0.9589905362776026;0.17541834968263129
7.0;138.0;415.0;99.0;0.0;0.0;0.0;170.5;87.0;28.99;118.2;116.0;10.05;187.9;111.0;8.46;11.2;7.0;3.02;2.0;0;0;total_day_charge <= 36.65 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9796511627906976;0.5481;0.9756992205410362;0.6139642238892095
40.0;111.0;415.0;4824.0;0.0;1.0;21.0;127.1;94.0;21.61;228.3;116.0;19.41;166.7;108.0;7.5;7.1;3.0;1.92;1.0;0;0;voice_mail_plan > 0.00 AND number_vmail_messages > 17.00;2;0.9663299663299664;0.2516;0.9281376518218624;0.26457010963646854
31.0;67.0;415.0;2463.0;0.0;0.0;0.0;178.0;77.0;30.26;233.6;88.0;19.86;175.6;88.0;7.9;6.3;4.0;1.7;2.0;0;0;total_day_minutes <= 215.60 AND total_day_calls <= 88.00;2;0.956140350877193;0.1979;0.9206549118387909;0.2109059434506636
13.0;77.0;510.0;3774.0;0.0;1.0;29.0;211.1;89.0;35.89;223.5;97.0;19.0;148.4;106.0;6.68;9.7;9.0;2.62;2.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9544910179640719;0.2445;0.9614181438998958;0.2660126947489902
47.0;166.0;510.0;3411.0;0.0;0.0;0.0;156.8;100.0;26.66;171.5;93.0;14.58;149.1;97.0;6.71;11.2;10.0;3.02;1.0;1;1;area_code > 415.00 AND voice_mail_plan <= 0.00 AND total_eve_charge > 14.16 AND total_day_minutes > 143.67 AND state > 39.00 AND number_vmail_messages <= 0.00 AND total_day_charge > 24.43 AND total_eve_minutes > 166.60 AND total_eve_calls > 87.00 AND account_length > 127.00 AND 1258.75 < phone_number <= 3768.25 AND total_day_calls <= 101.00 AND total_intl_charge > 2.78 AND total_intl_minutes > 10.30;14;0.3450199203187251;0.0029;0.875;0.013059701492537313
3.0;113.0;510.0;4012.0;0.0;0.0;0.0;128.7;100.0;21.88;227.1;67.0;19.3;178.1;135.0;8.01;9.2;4.0;2.48;2.0;1;1;number_customer_service_calls > 1.00 AND total_day_charge <= 24.43 AND 73.00 < account_length <= 127.00 AND total_day_minutes <= 143.67 AND 3.00 < total_intl_calls <= 4.00 AND 166.30 < total_night_minutes <= 199.70 AND state <= 39.00 AND 2.30 < total_intl_charge <= 3.27 AND total_eve_calls <= 87.00 AND 201.00 < total_eve_minutes <= 233.50 AND 17.09 < total_eve_charge <= 19.85 AND 88.00 < total_day_calls <= 101.00 AND phone_number > 3768.25 AND area_code > 415.00 AND number_vmail_messages <= 0.00 AND voice_mail_plan <= 0.00 AND 8.50 < total_intl_minutes <= 10.30 AND total_night_calls > 113.00 AND 7.48 < total_night_charge <= 8.99 AND international_plan <= 0.00;20;0.44798657718120805;0.0002;1.0;0.0037313432835820895
16.0;33.0;415.0;3987.0;0.0;0.0;0.0;228.1;77.0;38.78;176.3;102.0;14.99;224.5;119.0;10.1;7.5;1.0;2.03;0.0;0;0;number_customer_service_calls <= 1.00 AND total_eve_minutes <= 201.00 AND international_plan <= 0.00;3;0.9714285714285714;0.2489;0.958904109589041;0.2827466820542412
6.0;102.0;415.0;4957.0;0.0;1.0;25.0;137.4;100.0;23.36;176.7;83.0;15.02;188.2;93.0;8.47;10.2;6.0;2.75;2.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 24.43;2;0.9826839826839827;0.1966;0.9531442663378545;0.22302365839584534
23.0;117.0;408.0;2380.0;0.0;0.0;0.0;161.6;104.0;27.47;196.3;119.0;16.69;294.8;111.0;13.27;13.8;2.0;3.73;1.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.96875;0.6886;0.936565803864382;0.741200230813618
44.0;195.0;415.0;1475.0;0.0;0.0;0.0;63.2;108.0;10.74;220.2;88.0;18.72;184.0;99.0;8.28;5.1;3.0;1.38;0.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 143.67;2;0.9568527918781726;0.1336;0.9583333333333334;0.15262550490478938
34.0;139.0;510.0;3775.0;0.0;0.0;0.0;236.6;109.0;40.22;169.9;107.0;14.44;212.3;118.0;9.55;11.1;2.0;3.0;1.0;1;1;total_day_charge > 36.65 AND total_day_minutes > 215.60 AND voice_mail_plan <= 0.00 AND total_eve_minutes > 166.60 AND number_vmail_messages <= 0.00 AND 8.99 < total_night_charge <= 10.57 AND total_eve_charge > 14.16 AND total_day_calls > 101.00 AND account_length > 100.00 AND 199.70 < total_night_minutes <= 234.90 AND total_intl_minutes > 10.30 AND number_customer_service_calls <= 1.00 AND total_intl_calls <= 3.00 AND 101.00 < total_eve_calls <= 114.00 AND 2.78 < total_intl_charge <= 3.27 AND total_night_calls > 113.00 AND 26.00 < state <= 39.00 AND phone_number > 3768.25 AND area_code > 415.00;19;0.673394495412844;0.0002;1.0;0.0037313432835820895
1.0;123.0;415.0;4183.0;0.0;0.0;0.0;132.6;100.0;22.54;198.8;102.0;16.9;168.9;105.0;7.6;0.0;0.0;0.0;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 24.43;2;0.9780701754385965;0.1991;0.9531442663378545;0.22302365839584534
41.0;126.0;415.0;3046.0;0.0;1.0;23.0;114.3;102.0;19.43;190.3;103.0;16.18;240.4;111.0;10.82;12.6;7.0;3.4;3.0;0;0;total_day_minutes <= 143.67 AND international_plan <= 0.00 AND number_vmail_messages > 0.00;3;0.9663865546218487;0.0651;0.9497907949790795;0.0654933641084824
39.0;123.0;415.0;336.0;0.0;1.0;27.0;218.7;79.0;37.18;163.4;78.0;13.89;173.8;116.0;7.82;15.0;1.0;4.05;0.0;0;0;voice_mail_plan > 0.00 AND total_day_calls <= 113.00;2;0.9552238805970149;0.1962;0.9363295880149812;0.21638776687824582
21.0;19.0;415.0;4042.0;0.0;0.0;0.0;201.5;123.0;34.26;129.2;110.0;10.98;220.6;98.0;9.93;12.9;4.0;3.48;1.0;0;0;number_customer_service_calls <= 2.00 AND total_eve_minutes <= 166.60 AND international_plan <= 0.00;3;0.9761904761904762;0.1868;0.9778393351800554;0.20369301788805538
47.0;120.0;408.0;917.0;0.0;1.0;28.0;215.8;123.0;36.69;285.2;76.0;24.24;192.1;78.0;8.64;6.9;3.0;1.86;1.0;0;0;number_customer_service_calls <= 1.00 AND number_vmail_messages > 17.00;2;0.9660194174757282;0.1457;0.9560632688927944;0.1569532602423543
8.0;122.0;415.0;789.0;0.0;0.0;0.0;184.6;88.0;31.38;148.8;98.0;12.65;309.7;58.0;13.94;14.3;2.0;3.86;3.0;0;0;total_day_minutes <= 215.60 AND total_eve_minutes <= 166.60 AND total_day_charge > 30.55;3;0.9595588235294118;0.065;0.94921875;0.07010963646855164
3.0;48.0;415.0;4315.0;0.0;1.0;27.0;141.1;109.0;23.99;224.7;94.0;19.1;174.3;122.0;7.84;13.2;2.0;3.56;1.0;0;0;voice_mail_plan > 0.00 AND total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;3;0.9746835443037974;0.117;0.9635974304068522;0.1298326601269475
41.0;142.0;408.0;1794.0;0.0;1.0;20.0;214.3;126.0;36.43;250.1;102.0;21.26;189.7;116.0;8.54;10.6;4.0;2.86;4.0;0;0;voice_mail_plan > 0.00 AND number_vmail_messages > 0.00;2;0.9661016949152542;0.2609;0.9311969839773798;0.2850548182342758
50.0;109.0;415.0;652.0;1.0;1.0;46.0;165.2;85.0;28.08;136.0;92.0;11.56;184.8;100.0;8.32;11.9;5.0;3.21;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00 AND total_night_charge <= 8.99;3;0.9655172413793104;0.2081;0.9578313253012049;0.22937103289094057
42.0;114.0;510.0;836.0;0.0;0.0;0.0;172.0;145.0;29.24;276.4;101.0;23.49;193.7;100.0;8.72;10.1;9.0;2.73;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 179.70;2;0.9585798816568047;0.2855;0.9509632224168126;0.31332948643969993
32.0;55.0;415.0;584.0;0.0;0.0;0.0;132.0;103.0;22.44;279.6;114.0;23.77;180.0;74.0;8.1;13.5;4.0;3.65;0.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 36.65;2;0.9594594594594594;0.5925;0.9483627204030227;0.6517599538372764
35.0;74.0;415.0;475.0;0.0;0.0;0.0;136.7;106.0;23.24;228.6;105.0;19.43;265.3;114.0;11.94;9.8;4.0;2.65;0.0;0;0;total_day_charge <= 36.65 AND number_customer_service_calls <= 2.00;2;0.9538745387453874;0.5929;0.9483627204030227;0.6517599538372764
32.0;96.0;415.0;3570.0;0.0;1.0;33.0;183.3;115.0;31.16;201.4;87.0;17.12;177.4;84.0;7.98;10.4;15.0;2.81;3.0;0;0;total_day_charge <= 36.65 AND total_intl_calls > 6.00;2;0.9751552795031055;0.1288;0.9367588932806324;0.13675706866705137
37.0;45.0;415.0;3871.0;0.0;1.0;32.0;235.0;85.0;39.95;240.5;101.0;20.44;147.1;88.0;6.62;7.7;3.0;2.08;2.0;0;0;voice_mail_plan > 0.00 AND number_vmail_messages > 17.00;2;0.9535603715170279;0.2448;0.9281376518218624;0.26457010963646854
32.0;81.0;415.0;3950.0;0.0;0.0;0.0;173.2;80.0;29.44;236.2;94.0;20.08;240.2;84.0;10.81;11.8;6.0;3.19;2.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 2.00;3;0.9791231732776617;0.5498;0.9756992205410362;0.6139642238892095
9.0;66.0;510.0;4735.0;0.0;0.0;0.0;113.9;112.0;19.36;271.8;106.0;23.1;216.7;95.0;9.75;15.6;3.0;4.21;2.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9677754677754677;0.3678;0.9793388429752066;0.4102712060011541
49.0;66.0;415.0;2272.0;0.0;0.0;0.0;180.4;99.0;30.67;135.1;114.0;11.48;206.0;98.0;9.27;9.5;6.0;2.57;1.0;0;0;total_day_charge <= 36.65 AND international_plan <= 0.00 AND total_eve_charge <= 14.16;3;0.9665071770334929;0.1723;0.9347181008902077;0.1817657241777265
25.0;171.0;510.0;953.0;1.0;0.0;0.0;191.6;83.0;32.57;181.1;103.0;15.39;195.3;73.0;8.79;8.6;3.0;2.32;3.0;0;0;total_day_minutes <= 215.60 AND total_day_charge > 30.55 AND total_night_charge <= 8.99;3;0.9700374531835206;0.123;0.9422680412371134;0.1318522792844778
50.0;116.0;510.0;3377.0;0.0;1.0;12.0;221.0;108.0;37.57;151.0;118.0;12.84;179.0;80.0;8.06;9.0;6.0;2.43;2.0;0;0;international_plan <= 0.00 AND voice_mail_plan > 0.00;2;0.955719557195572;0.2422;0.9614181438998958;0.2660126947489902
27.0;165.0;415.0;156.0;0.0;0.0;0.0;207.7;109.0;35.31;164.8;94.0;14.01;54.5;91.0;2.45;7.9;3.0;2.13;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND total_day_charge <= 36.65;3;0.9715719063545151;0.5957;0.9483627204030227;0.6517599538372764
49.0;107.0;415.0;1771.0;0.0;0.0;0.0;123.1;100.0;20.93;158.4;82.0;13.46;256.1;82.0;11.52;9.3;5.0;2.51;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00 AND total_eve_minutes <= 166.60;3;0.9923664122137404;0.0988;0.9708029197080292;0.11511829197922678
13.0;130.0;415.0;1052.0;0.0;0.0;0.0;139.0;98.0;23.63;120.2;116.0;10.22;160.4;113.0;7.22;14.5;2.0;3.92;3.0;0;0;total_day_minutes <= 143.67 AND international_plan <= 0.00 AND account_length > 127.00;3;0.9706959706959707;0.0519;0.9478672985781991;0.05770340450086555
34.0;44.0;510.0;4233.0;0.0;0.0;0.0;143.2;77.0;24.34;169.8;114.0;14.43;215.8;77.0;9.71;7.6;4.0;2.05;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 143.67;2;0.9633333333333334;0.1405;0.9583333333333334;0.15262550490478938
25.0;126.0;415.0;1901.0;0.0;0.0;0.0;256.5;112.0;43.61;199.5;90.0;16.96;188.3;122.0;8.47;7.0;5.0;1.89;3.0;0;0;total_intl_calls > 4.00 AND total_intl_charge <= 3.27 AND total_eve_minutes <= 201.00 AND total_day_minutes > 179.70;4;0.956386292834891;0.0856;0.9270516717325228;0.08799769186381996
19.0;116.0;415.0;90.0;0.0;0.0;0.0;119.0;94.0;20.23;144.3;110.0;12.27;199.7;65.0;8.99;8.8;5.0;2.38;2.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 24.43;2;0.9789029535864979;0.1952;0.9531442663378545;0.22302365839584534
26.0;137.0;408.0;151.0;1.0;0.0;0.0;258.0;112.0;43.86;246.5;117.0;20.95;173.2;100.0;7.79;10.9;3.0;2.94;0.0;1;1;international_plan > 0.00 AND total_intl_calls <= 3.00 AND total_eve_charge > 19.85 AND 13.00 < state <= 39.00 AND total_intl_minutes > 10.30 AND total_intl_charge > 2.78 AND total_day_charge > 36.65 AND total_eve_minutes > 233.50 AND total_day_minutes > 215.60 AND voice_mail_plan <= 0.00 AND 7.48 < total_night_charge <= 10.57 AND account_length > 100.00 AND total_night_calls <= 100.00;13;0.9610894941634242;0.0008;1.0;0.005597014925373134
20.0;117.0;415.0;3026.0;0.0;1.0;23.0;198.1;86.0;33.68;177.0;86.0;15.05;180.5;92.0;8.12;6.8;6.0;1.84;1.0;0;0;number_customer_service_calls <= 2.00 AND voice_mail_plan > 0.00;2;0.9577039274924471;0.2218;0.9559164733178654;0.23773802654356607
32.0;183.0;415.0;3665.0;0.0;0.0;0.0;190.0;100.0;32.3;246.6;78.0;20.96;304.2;107.0;13.69;9.5;4.0;2.57;1.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65;2;0.9534313725490197;0.6795;0.936565803864382;0.741200230813618
28.0;122.0;408.0;3535.0;0.0;0.0;0.0;231.2;141.0;39.3;267.8;136.0;22.76;240.3;100.0;10.81;8.8;5.0;2.38;1.0;1;1;total_day_minutes > 215.60 AND total_eve_minutes > 233.50 AND total_day_charge > 36.65 AND number_vmail_messages <= 17.00 AND total_eve_charge > 19.85 AND voice_mail_plan <= 0.00 AND total_night_minutes > 234.90 AND total_night_charge > 10.57 AND area_code <= 408.00 AND number_customer_service_calls <= 1.00 AND total_eve_calls > 114.00 AND total_night_calls > 87.00 AND total_intl_charge > 2.30 AND phone_number <= 3768.25 AND total_intl_minutes <= 10.30 AND state <= 39.00;16;0.9102803738317757;0.0002;1.0;0.0037313432835820895
5.0;55.0;408.0;4842.0;0.0;1.0;25.0;165.6;123.0;28.15;136.1;95.0;11.57;175.7;90.0;7.91;11.0;2.0;2.97;3.0;0;0;total_day_minutes <= 179.70 AND voice_mail_plan > 0.00 AND international_plan <= 0.00;3;0.9744525547445255;0.1121;0.949671772428884;0.12521638776687824
44.0;67.0;510.0;4815.0;0.0;0.0;0.0;225.9;78.0;38.4;243.1;83.0;20.66;84.1;94.0;3.78;13.5;2.0;3.65;2.0;1;1;1.00 < number_customer_service_calls <= 2.00 AND total_day_minutes > 215.60 AND total_day_charge > 36.65 AND total_eve_minutes > 233.50 AND voice_mail_plan <= 0.00 AND total_eve_charge > 19.85 AND number_vmail_messages <= 0.00 AND total_intl_charge > 3.27 AND total_intl_minutes > 12.10 AND state > 26.00 AND total_intl_calls <= 3.00 AND area_code > 408.00 AND total_day_calls <= 101.00 AND account_length <= 127.00;14;0.6641483516483516;0.0005;1.0;0.005597014925373134
20.0;79.0;415.0;3630.0;0.0;0.0;0.0;213.4;107.0;36.28;176.2;82.0;14.98;180.1;125.0;8.1;7.9;4.0;2.13;0.0;0;0;total_day_charge <= 36.65 AND international_plan <= 0.00;2;0.9540229885057471;0.6884;0.936565803864382;0.741200230813618
14.0;48.0;510.0;2760.0;0.0;0.0;0.0;128.2;71.0;21.79;48.1;78.0;4.09;116.3;80.0;5.23;8.9;3.0;2.4;0.0;0;0;total_day_charge <= 36.65 AND number_customer_service_calls <= 1.00 AND international_plan <= 0.00;3;0.9704142011834319;0.3955;0.9762516046213093;0.4388343912290825
49.0;95.0;415.0;2656.0;0.0;0.0;0.0;175.2;91.0;29.78;244.4;109.0;20.77;75.8;95.0;3.41;7.5;2.0;2.03;1.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 1.00;2;0.9623529411764706;0.2778;0.9509632224168126;0.31332948643969993
17.0;110.0;510.0;3202.0;0.0;0.0;0.0;99.4;62.0;16.9;275.0;86.0;23.38;212.1;94.0;9.54;16.7;3.0;4.51;2.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00;2;0.9543726235741445;0.3946;0.9491844416562107;0.4365262550490479
8.0;136.0;415.0;1349.0;0.0;0.0;0.0;101.7;105.0;17.29;202.8;99.0;17.24;136.2;119.0;6.13;9.4;6.0;2.54;3.0;0;0;total_day_minutes <= 179.70 AND international_plan <= 0.00 AND total_night_calls > 113.00;3;0.9725274725274725;0.113;0.9147982062780269;0.11771494518176573
39.0;126.0;510.0;3661.0;0.0;0.0;0.0;181.7;102.0;30.89;216.3;114.0;18.39;317.9;83.0;14.31;12.4;6.0;3.35;1.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 1.00;3;0.9840909090909091;0.3882;0.9762516046213093;0.4388343912290825
1.0;71.0;415.0;1838.0;0.0;0.0;0.0;103.3;103.0;17.56;138.5;79.0;11.77;164.8;98.0;7.42;9.0;2.0;2.43;2.0;0;0;total_day_minutes <= 215.60 AND total_intl_minutes <= 10.30;2;0.9501246882793017;0.3686;0.918774966711052;0.3981534910559723
36.0;146.0;510.0;2580.0;0.0;0.0;0.0;138.4;104.0;23.53;158.9;122.0;13.51;47.4;73.0;2.13;3.9;9.0;1.05;4.0;1;1;number_customer_service_calls > 2.00 AND total_day_charge <= 24.43 AND total_day_minutes <= 143.67 AND number_vmail_messages <= 0.00 AND total_night_calls <= 87.00 AND total_eve_charge <= 14.16 AND total_intl_minutes <= 8.50 AND total_night_minutes <= 166.30 AND 26.00 < state <= 39.00 AND total_intl_charge <= 2.30 AND area_code > 415.00 AND total_day_calls > 88.00 AND voice_mail_plan <= 1.00 AND total_eve_calls > 87.00 AND phone_number > 2516.50 AND total_night_charge <= 10.57 AND total_eve_minutes <= 233.50 AND account_length > 100.00;18;0.6220238095238095;0.0003;1.0;0.0037313432835820895
32.0;83.0;510.0;1993.0;0.0;0.0;0.0;129.6;81.0;22.03;189.7;117.0;16.12;219.0;118.0;9.86;9.8;4.0;2.65;2.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00;2;0.9627906976744186;0.6876;0.936565803864382;0.741200230813618
19.0;152.0;408.0;4412.0;0.0;0.0;0.0;216.7;70.0;36.84;152.7;102.0;12.98;181.2;99.0;8.15;11.6;6.0;3.13;1.0;0;0;number_customer_service_calls <= 1.00 AND total_eve_minutes <= 166.60;2;0.9791666666666666;0.1447;0.9541446208112875;0.15608770917484133
22.0;88.0;415.0;4232.0;0.0;1.0;14.0;298.8;92.0;50.8;207.3;86.0;17.62;257.9;65.0;11.61;11.9;4.0;3.21;5.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00 AND 0.00 < number_vmail_messages <= 17.00;3;0.982532751091703;0.0162;1.0;0.019042123485285632
38.0;136.0;408.0;1588.0;0.0;0.0;0.0;102.1;75.0;17.36;219.5;97.0;18.66;73.7;92.0;3.32;9.8;5.0;2.65;0.0;0;0;total_day_minutes <= 143.67 AND number_customer_service_calls <= 1.00 AND total_day_calls <= 88.00;3;0.973568281938326;0.0312;0.9640287769784173;0.03866128101557992
10.0;155.0;510.0;2512.0;0.0;0.0;0.0;71.2;90.0;12.1;304.4;119.0;25.87;183.3;103.0;8.25;8.6;4.0;2.32;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.963076923076923;0.4215;0.9495305164319249;0.4668205424120023
28.0;90.0;510.0;2210.0;0.0;0.0;0.0;169.4;127.0;28.8;157.2;111.0;13.36;172.4;103.0;7.76;10.7;2.0;2.89;1.0;0;0;international_plan <= 0.00 AND total_eve_charge <= 14.16;2;0.9511400651465798;0.2249;0.9372937293729373;0.24581650317368725
20.0;140.0;415.0;4469.0;1.0;1.0;27.0;188.9;124.0;32.11;160.9;102.0;13.68;197.7;100.0;8.9;11.5;5.0;3.11;4.0;0;0;total_day_minutes <= 215.60 AND voice_mail_plan > 0.00;2;0.950381679389313;0.2008;0.928030303030303;0.2120600115406809
32.0;188.0;415.0;2204.0;1.0;1.0;26.0;198.8;115.0;33.8;166.6;67.0;14.16;198.5;118.0;8.93;14.4;3.0;3.89;1.0;1;1;international_plan > 0.00 AND total_intl_calls <= 3.00 AND total_eve_calls <= 87.00 AND total_intl_minutes > 12.10 AND total_intl_charge > 3.27 AND 24.43 < total_day_charge <= 36.65 AND total_night_calls > 113.00 AND 7.48 < total_night_charge <= 8.99 AND 13.00 < state <= 39.00 AND 166.30 < total_night_minutes <= 199.70 AND total_eve_minutes <= 166.60 AND 408.00 < area_code <= 415.00 AND total_eve_charge <= 19.85 AND phone_number > 1258.75 AND voice_mail_plan <= 1.00 AND account_length > 73.00;16;0.8621997471554994;0.0002;1.0;0.0037313432835820895
16.0;130.0;510.0;267.0;0.0;0.0;0.0;154.0;95.0;26.18;205.9;106.0;17.5;233.7;75.0;10.52;12.9;1.0;3.48;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9691516709511568;0.5479;0.9756992205410362;0.6139642238892095
50.0;60.0;510.0;1709.0;1.0;1.0;37.0;189.9;125.0;32.28;110.4;107.0;9.38;210.7;115.0;9.48;9.1;5.0;2.46;3.0;0;0;total_eve_charge <= 19.85 AND number_vmail_messages > 17.00;2;0.967741935483871;0.1811;0.9279661016949152;0.18955568378534335
46.0;100.0;415.0;2858.0;0.0;1.0;25.0;215.9;90.0;36.7;257.9;92.0;21.92;180.2;157.0;8.11;11.6;4.0;3.13;1.0;0;0;international_plan <= 0.00 AND number_vmail_messages > 0.00;2;0.9650655021834061;0.2395;0.9613778705636743;0.2657241777264859
36.0;89.0;510.0;1323.0;0.0;0.0;0.0;303.9;95.0;51.66;260.9;114.0;22.18;312.1;89.0;14.04;5.3;3.0;1.43;1.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 19.85 AND total_day_charge > 36.65 AND total_eve_minutes > 233.50 AND voice_mail_plan <= 0.00 AND total_night_minutes > 234.90 AND number_vmail_messages <= 0.00 AND number_customer_service_calls <= 1.00 AND 1258.75 < phone_number <= 2516.50 AND area_code > 415.00 AND total_night_charge > 10.57 AND 87.00 < total_eve_calls <= 114.00 AND 26.00 < state <= 39.00 AND total_intl_calls <= 3.00 AND total_night_calls <= 113.00 AND account_length > 73.00;16;0.9696969696969697;0.0003;1.0;0.0037313432835820895
45.0;210.0;408.0;1758.0;0.0;0.0;0.0;104.6;121.0;17.78;149.5;71.0;12.71;255.1;67.0;11.48;6.5;8.0;1.76;2.0;0;0;total_day_minutes <= 143.67 AND total_intl_calls > 6.00 AND international_plan <= 0.00;3;0.9731543624161074;0.0327;0.958904109589041;0.040392383150605886
29.0;169.0;408.0;3778.0;0.0;0.0;0.0;135.7;111.0;23.07;223.0;124.0;18.96;167.5;101.0;7.54;9.5;4.0;2.57;1.0;0;0;total_day_minutes <= 143.67 AND number_customer_service_calls <= 1.00 AND total_day_charge <= 24.43;3;0.9769230769230769;0.1312;0.9583333333333334;0.15262550490478938
38.0;65.0;415.0;2870.0;0.0;1.0;23.0;224.2;106.0;38.11;189.6;100.0;16.12;222.8;75.0;10.03;9.8;4.0;2.65;0.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.9504950495049505;0.1556;0.9581993569131833;0.17195614541257934
23.0;46.0;415.0;1505.0;0.0;0.0;0.0;214.1;72.0;36.4;164.4;104.0;13.97;177.5;113.0;7.99;8.2;3.0;2.21;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND total_eve_minutes <= 166.60;3;0.983739837398374;0.15;0.9622641509433962;0.16185804962492786
7.0;87.0;415.0;1956.0;0.0;1.0;18.0;124.3;104.0;21.13;196.1;80.0;16.67;290.0;110.0;13.05;7.2;3.0;1.94;1.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00 AND total_day_charge <= 36.65;3;0.959047619047619;0.1831;0.9568845618915159;0.1984997114829775
29.0;112.0;415.0;3171.0;0.0;0.0;0.0;167.6;100.0;28.49;154.5;90.0;13.13;281.4;107.0;12.66;17.3;3.0;4.67;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9671484888304862;0.545;0.9756992205410362;0.6139642238892095
15.0;141.0;415.0;1445.0;0.0;1.0;39.0;116.9;127.0;19.87;276.5;88.0;23.5;289.9;125.0;13.05;12.3;2.0;3.32;0.0;0;0;total_day_minutes <= 215.60;1;0.9675090252707581;0.7454;0.9081225033288948;0.7870744373918062
16.0;112.0;415.0;2944.0;0.0;0.0;0.0;109.0;126.0;18.53;212.7;106.0;18.08;208.3;92.0;9.37;7.9;3.0;2.13;1.0;0;0;international_plan <= 0.00 AND number_customer_service_calls <= 2.00;2;0.9529837251356239;0.7116;0.927795303189625;0.7637045585689556
42.0;59.0;415.0;3765.0;0.0;0.0;0.0;160.9;95.0;27.35;251.2;65.0;21.35;273.4;97.0;12.3;5.0;5.0;1.35;3.0;0;0;total_intl_calls > 4.00 AND total_day_charge <= 36.65 AND total_eve_charge > 19.85;3;0.9616724738675958;0.0748;0.9509803921568627;0.08395845354875937
8.0;133.0;510.0;282.0;0.0;0.0;0.0;245.8;102.0;41.79;264.7;90.0;22.5;111.7;103.0;5.03;11.2;7.0;3.02;0.0;0;0;number_customer_service_calls <= 2.00 AND total_night_minutes <= 166.30 AND international_plan <= 0.00;3;0.974910394265233;0.1788;0.9529243937232525;0.19272937103289095
