compactness;circularity;distance_circularity;radius_ratio;pr_axis_aspect_ratio;max_length_aspect_ratio;scatter_ratio;elongatedness;pr_axis_rectangularity;max_length_rectangularity;scaled_variance_major;scaled_variance_minor;scaled_radius_of_gyration;skewness_about_major;skewness_about_minor;kurtosis_about_major;kurtosis_about_minor;hollows_ratio;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
104.0;55.0;100.0;201.0;66.0;10.0;214.0;31.0;24.0;173.0;224.0;680.0;221.0;74.0;1.0;1.0;185.0;194.0;2;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND skewness_about_major <= 75.00 AND hollows_ratio <= 197.00 AND elongatedness <= 33.00 AND 7.00 < max_length_aspect_ratio <= 10.00 AND skewness_about_minor <= 2.00 AND kurtosis_about_major <= 6.00;8;0.9696969696969697;0.0053;1.0;0.02702702702702703
116.0;53.0;110.0;231.0;67.0;12.0;217.0;31.0;24.0;165.0;231.0;692.0;222.0;67.0;16.0;28.0;192.0;206.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND hollows_ratio > 201.00 AND max_length_aspect_ratio > 8.00 AND kurtosis_about_major > 6.00 AND scaled_radius_of_gyration > 198.00 AND skewness_about_major <= 71.00 AND radius_ratio > 196.00;9;0.963302752293578;0.01;1.0;0.04878048780487805
83.0;40.0;53.0;114.0;53.0;6.0;132.0;53.0;18.0;140.0;142.0;247.0;157.0;86.0;8.0;7.0;176.0;183.0;3;3;elongatedness > 46.00 AND max_length_rectangularity > 136.00 AND scaled_variance_minor <= 319.00 AND scaled_variance_major <= 167.00 AND scatter_ratio <= 147.00 AND circularity <= 40.00 AND 6.00 < kurtosis_about_major <= 19.00;7;0.9652173913043478;0.0156;1.0;0.0736196319018405
93.0;41.0;79.0;159.0;63.0;8.0;144.0;46.0;19.0;150.0;165.0;309.0;134.0;67.0;4.0;9.0;195.0;203.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00;4;0.9888682745825603;0.0473;0.9705882352941176;0.20245398773006135
83.0;36.0;54.0;119.0;57.0;6.0;128.0;53.0;18.0;125.0;143.0;238.0;139.0;82.0;6.0;3.0;179.0;183.0;2;2;max_length_rectangularity <= 136.00 AND kurtosis_about_minor <= 193.25 AND skewness_about_minor > 2.00 AND pr_axis_aspect_ratio <= 65.00 AND scatter_ratio <= 197.25;5;0.43209876543209874;0.0959;0.37681159420289856;0.15853658536585366
90.0;43.0;72.0;157.0;64.0;8.0;136.0;49.0;18.0;145.0;158.0;279.0;167.0;64.0;4.0;6.0;201.0;209.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 136.00 AND skewness_about_minor <= 6.00 AND scaled_variance_major <= 167.00;5;1.0;0.0243;1.0;0.10429447852760736
84.0;40.0;71.0;131.0;55.0;7.0;150.0;45.0;19.0;134.0;167.0;330.0;165.0;80.0;12.0;1.0;180.0;186.0;1;1;compactness <= 87.00 AND skewness_about_minor > 9.00 AND max_length_rectangularity <= 136.00 AND distance_circularity > 70.00 AND pr_axis_aspect_ratio <= 57.00 AND scaled_variance_minor > 319.00 AND circularity <= 40.00 AND kurtosis_about_major <= 6.00;8;0.9841269841269841;0.0014;1.0;0.010810810810810811
87.0;45.0;77.0;153.0;59.0;7.0;154.0;44.0;19.0;145.0;181.0;350.0;172.0;75.0;15.0;14.0;184.0;189.0;1;1;compactness <= 87.00 AND scaled_variance_major > 178.00 AND skewness_about_minor > 9.00 AND skewness_about_major <= 75.00 AND circularity > 44.00 AND pr_axis_aspect_ratio <= 61.00 AND radius_ratio > 141.00 AND kurtosis_about_minor <= 189.00;8;0.9669421487603306;0.0015;1.0;0.010810810810810811
86.0;41.0;64.0;148.0;61.0;5.0;150.0;45.0;19.0;138.0;165.0;333.0;173.0;80.0;5.0;8.0;182.0;185.0;2;2;skewness_about_major > 75.00 AND 141.00 < radius_ratio <= 168.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND kurtosis_about_major > 6.00 AND circularity <= 44.00 AND 147.00 < scatter_ratio <= 197.25 AND max_length_rectangularity <= 146.00 AND 319.00 < scaled_variance_minor <= 365.00 AND max_length_aspect_ratio <= 8.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND elongatedness <= 46.00 AND kurtosis_about_minor <= 193.25 AND skewness_about_minor > 2.00;13;0.7012448132780082;0.0013;1.0;0.012195121951219513
90.0;48.0;86.0;306.0;126.0;49.0;153.0;44.0;19.0;156.0;272.0;346.0;200.0;118.0;0.0;15.0;185.0;194.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND kurtosis_about_major <= 19.00 AND scaled_variance_minor <= 365.00 AND distance_circularity > 70.00;5;1.0;0.0557;1.0;0.2331288343558282
85.0;43.0;66.0;123.0;55.0;7.0;150.0;45.0;19.0;146.0;172.0;326.0;173.0;83.0;4.0;15.0;180.0;183.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00;4;0.951271186440678;0.0373;0.9230769230769231;0.14285714285714285
87.0;36.0;53.0;117.0;58.0;4.0;118.0;57.0;17.0;125.0;138.0;205.0;138.0;85.0;9.0;15.0;180.0;183.0;3;3;elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND 6.00 < kurtosis_about_major <= 19.00 AND scatter_ratio <= 147.00 AND 6.00 < skewness_about_minor <= 9.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00;6;0.8869969040247678;0.0069;1.0;0.03680981595092025
92.0;40.0;62.0;144.0;59.0;8.0;127.0;52.0;17.0;139.0;149.0;241.0;150.0;62.0;13.0;1.0;204.0;210.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 7.00 AND kurtosis_about_major <= 11.00 AND hollows_ratio > 191.00 AND scaled_variance_minor <= 319.00;5;0.9624413145539906;0.0291;1.0;0.12269938650306748
90.0;48.0;85.0;157.0;64.0;11.0;161.0;43.0;20.0;167.0;175.0;375.0;186.0;74.0;3.0;16.0;185.0;195.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00;3;0.996219281663516;0.0827;1.0;0.37423312883435583
85.0;36.0;51.0;115.0;56.0;5.0;119.0;57.0;17.0;124.0;139.0;207.0;127.0;81.0;13.0;5.0;181.0;184.0;3;3;elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND kurtosis_about_major <= 6.00 AND scatter_ratio <= 147.00 AND skewness_about_minor > 9.00 AND kurtosis_about_minor <= 184.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major > 75.00 AND hollows_ratio <= 197.00 AND radius_ratio <= 141.00 AND max_length_aspect_ratio <= 7.00 AND distance_circularity <= 70.00;12;0.8848101265822785;0.0029;0.75;0.018404907975460124
96.0;40.0;100.0;178.0;58.0;8.0;181.0;37.0;21.0;134.0;205.0;486.0;160.0;68.0;5.0;34.0;192.0;202.0;2;2;max_length_rectangularity <= 136.00 AND distance_circularity > 98.00 AND elongatedness > 33.00;3;0.9545454545454546;0.0018;1.0;0.012195121951219513
92.0;37.0;86.0;167.0;60.0;7.0;158.0;42.0;20.0;131.0;181.0;373.0;144.0;68.0;9.0;21.0;190.0;196.0;2;2;max_length_rectangularity <= 136.00 AND 80.00 < distance_circularity <= 98.00 AND skewness_about_major <= 71.00 AND kurtosis_about_major > 19.00 AND compactness > 87.00 AND radius_ratio <= 168.00 AND scaled_variance_minor <= 584.50 AND kurtosis_about_minor <= 193.25 AND 57.00 < pr_axis_aspect_ratio <= 65.00 AND circularity <= 44.00 AND scaled_variance_major > 167.00;11;0.9671361502347418;0.0016;1.0;0.012195121951219513
105.0;54.0;108.0;234.0;70.0;12.0;215.0;31.0;24.0;168.0;226.0;687.0;228.0;68.0;4.0;22.0;189.0;201.0;2;2;elongatedness <= 33.00 AND max_length_aspect_ratio > 10.00 AND hollows_ratio > 197.00 AND pr_axis_aspect_ratio > 65.00 AND compactness > 100.00 AND kurtosis_about_major > 19.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND 67.00 < skewness_about_major <= 71.00 AND 2.00 < skewness_about_minor <= 9.00;9;0.952054794520548;0.0017;1.0;0.012195121951219513
101.0;55.0;107.0;200.0;61.0;11.0;225.0;30.0;25.0;178.0;228.0;730.0;204.0;74.0;8.0;35.0;187.0;201.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND 6.00 < skewness_about_minor <= 9.00 AND 71.00 < skewness_about_major <= 75.00 AND elongatedness <= 33.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND kurtosis_about_major > 19.00 AND 191.00 < hollows_ratio <= 201.00 AND 184.00 < kurtosis_about_minor <= 189.00 AND max_length_aspect_ratio > 10.00 AND max_length_rectangularity > 160.00 AND scaled_radius_of_gyration > 148.75;12;0.9393939393939394;0.0015;1.0;0.010810810810810811
91.0;39.0;72.0;133.0;55.0;7.0;146.0;46.0;19.0;132.0;170.0;314.0;149.0;77.0;9.0;18.0;184.0;189.0;2;2;max_length_rectangularity <= 136.00 AND distance_circularity > 70.00 AND kurtosis_about_major > 6.00 AND pr_axis_aspect_ratio <= 65.00 AND elongatedness > 33.00 AND compactness > 87.00 AND skewness_about_major > 67.00 AND scaled_variance_minor <= 584.50 AND kurtosis_about_minor <= 189.00 AND circularity <= 40.00 AND max_length_aspect_ratio <= 7.00 AND scaled_radius_of_gyration > 148.75 AND scaled_variance_major <= 217.00;13;0.9659090909090909;0.0056;1.0;0.03048780487804878
95.0;43.0;96.0;202.0;65.0;10.0;189.0;35.0;22.0;143.0;217.0;534.0;166.0;71.0;6.0;27.0;190.0;197.0;1;1;scaled_variance_minor > 365.00 AND kurtosis_about_major > 19.00 AND 40.00 < circularity <= 44.00 AND pr_axis_aspect_ratio <= 65.00 AND 136.00 < max_length_rectangularity <= 146.00 AND 178.00 < scaled_variance_major <= 217.00 AND distance_circularity > 70.00 AND scaled_radius_of_gyration <= 174.00 AND 191.00 < hollows_ratio <= 197.00 AND 67.00 < skewness_about_major <= 71.00 AND 33.00 < elongatedness <= 43.00 AND 189.00 < kurtosis_about_minor <= 193.25 AND 2.00 < skewness_about_minor <= 6.00 AND compactness <= 100.00 AND 147.00 < scatter_ratio <= 197.25 AND 7.00 < max_length_aspect_ratio <= 10.00 AND radius_ratio > 141.00;17;0.9244791666666666;0.0013;1.0;0.010810810810810811
110.0;54.0;102.0;201.0;64.0;11.0;213.0;31.0;24.0;171.0;222.0;669.0;221.0;73.0;17.0;16.0;188.0;198.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND max_length_aspect_ratio > 10.00 AND hollows_ratio > 197.00 AND scaled_radius_of_gyration > 198.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND distance_circularity > 98.00;8;0.9545454545454546;0.0095;1.0;0.054878048780487805
104.0;53.0;108.0;204.0;64.0;11.0;220.0;31.0;25.0;172.0;226.0;707.0;203.0;71.0;14.0;30.0;189.0;203.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND max_length_aspect_ratio > 8.00 AND hollows_ratio > 201.00 AND scaled_radius_of_gyration > 198.00 AND radius_ratio > 196.00;7;0.9568965517241379;0.013;1.0;0.06097560975609756
98.0;39.0;81.0;191.0;64.0;9.0;166.0;40.0;20.0;138.0;184.0;415.0;131.0;62.0;8.0;19.0;197.0;205.0;2;2;elongatedness <= 43.00 AND circularity <= 40.00 AND 57.00 < pr_axis_aspect_ratio <= 65.00 AND max_length_rectangularity <= 146.00 AND compactness > 93.00 AND hollows_ratio > 201.00 AND max_length_aspect_ratio > 8.00 AND pr_axis_rectangularity <= 20.00 AND kurtosis_about_major > 6.00 AND scaled_variance_minor <= 584.50 AND distance_circularity > 80.00 AND skewness_about_major <= 75.00 AND skewness_about_minor <= 9.00 AND radius_ratio <= 196.00 AND scatter_ratio > 147.00 AND scaled_variance_major > 178.00;16;0.9512987012987013;0.0042;1.0;0.018292682926829267
93.0;39.0;78.0;164.0;66.0;8.0;139.0;48.0;18.0;140.0;157.0;290.0;126.0;64.0;4.0;7.0;201.0;208.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 136.00 AND circularity <= 40.00;4;1.0;0.0132;1.0;0.06134969325153374
93.0;35.0;72.0;172.0;62.0;7.0;149.0;44.0;19.0;124.0;169.0;334.0;125.0;62.0;5.0;30.0;203.0;210.0;1;1;compactness <= 93.00 AND 168.00 < radius_ratio <= 196.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND skewness_about_major <= 67.00 AND kurtosis_about_major > 19.00 AND hollows_ratio > 191.00 AND scatter_ratio > 147.00 AND kurtosis_about_minor > 193.25 AND 70.00 < distance_circularity <= 80.00 AND scaled_variance_major > 167.00 AND 33.00 < elongatedness <= 46.00 AND scaled_variance_minor > 319.00 AND max_length_rectangularity <= 136.00 AND scaled_radius_of_gyration <= 148.75 AND pr_axis_rectangularity <= 20.00 AND 2.00 < skewness_about_minor <= 6.00;16;0.733704292527822;0.0023;1.0;0.016216216216216217
100.0;51.0;89.0;199.0;65.0;6.0;201.0;32.0;23.0;159.0;219.0;622.0;205.0;74.0;6.0;7.0;193.0;193.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_major > 71.00 AND kurtosis_about_minor > 189.00 AND skewness_about_minor <= 6.00;5;1.0;0.0283;1.0;0.125
85.0;43.0;66.0;120.0;54.0;5.0;148.0;46.0;19.0;145.0;168.0;320.0;174.0;87.0;8.0;2.0;179.0;181.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_variance_major > 167.00 AND distance_circularity <= 70.00;4;0.967741935483871;0.0332;0.9166666666666666;0.13095238095238096
96.0;46.0;88.0;160.0;64.0;9.0;151.0;44.0;19.0;148.0;173.0;339.0;182.0;70.0;15.0;11.0;192.0;199.0;3;3;elongatedness > 43.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 178.00 AND skewness_about_minor > 9.00;4;1.0;0.0174;1.0;0.07975460122699386
94.0;48.0;83.0;162.0;64.0;10.0;156.0;43.0;19.0;153.0;177.0;357.0;187.0;74.0;4.0;14.0;185.0;196.0;3;3;max_length_rectangularity > 146.00 AND scaled_variance_major <= 178.00 AND max_length_aspect_ratio > 8.00;3;0.9954285714285714;0.0826;1.0;0.37423312883435583
107.0;54.0;98.0;210.0;66.0;11.0;218.0;31.0;24.0;169.0;221.0;704.0;216.0;71.0;14.0;0.0;188.0;197.0;2;2;elongatedness <= 33.00 AND max_length_aspect_ratio > 10.00 AND skewness_about_major <= 71.00 AND pr_axis_aspect_ratio > 61.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND hollows_ratio > 191.00 AND distance_circularity <= 98.00 AND 184.00 < kurtosis_about_minor <= 193.25 AND kurtosis_about_major <= 19.00;10;0.8810641627543035;0.0012;1.0;0.012195121951219513
84.0;44.0;65.0;128.0;55.0;8.0;150.0;46.0;19.0;148.0;169.0;325.0;176.0;82.0;1.0;11.0;179.0;183.0;0;0;hollows_ratio <= 191.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00;4;0.9591549295774648;0.0615;0.9534883720930233;0.24404761904761904
92.0;38.0;60.0;130.0;62.0;5.0;114.0;58.0;17.0;132.0;135.0;194.0;137.0;72.0;14.0;5.0;190.0;194.0;3;3;elongatedness > 46.00 AND hollows_ratio > 191.00 AND scaled_variance_minor <= 319.00 AND kurtosis_about_major <= 11.00 AND scatter_ratio <= 147.00 AND 61.00 < pr_axis_aspect_ratio <= 65.00 AND 87.00 < compactness <= 93.00 AND skewness_about_major > 71.00 AND skewness_about_minor > 9.00 AND kurtosis_about_minor > 184.00;10;0.9578544061302682;0.0015;1.0;0.012269938650306749
98.0;48.0;101.0;195.0;61.0;11.0;207.0;31.0;23.0;152.0;227.0;650.0;193.0;71.0;5.0;7.0;189.0;196.0;1;1;scaled_variance_minor > 584.50 AND distance_circularity > 98.00 AND compactness <= 100.00 AND kurtosis_about_minor <= 189.00 AND max_length_rectangularity <= 160.00;5;1.0;0.0086;1.0;0.03783783783783784
93.0;34.0;72.0;144.0;56.0;6.0;133.0;50.0;18.0;123.0;158.0;263.0;125.0;63.0;5.0;20.0;200.0;206.0;2;1;compactness <= 93.00 AND kurtosis_about_major > 19.00 AND skewness_about_major <= 67.00 AND 70.00 < distance_circularity <= 98.00 AND pr_axis_aspect_ratio <= 57.00 AND 141.00 < radius_ratio <= 168.00 AND hollows_ratio > 197.00 AND kurtosis_about_minor > 193.25 AND skewness_about_minor > 2.00 AND max_length_aspect_ratio <= 7.00;10;0.8082644628099174;0.0027;1.0;0.016216216216216217
93.0;49.0;79.0;180.0;65.0;7.0;173.0;37.0;21.0;158.0;189.0;463.0;194.0;70.0;5.0;10.0;197.0;202.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 61.00 AND distance_circularity <= 80.00 AND scatter_ratio > 147.00 AND skewness_about_major > 67.00 AND hollows_ratio > 197.00;6;1.0;0.0451;1.0;0.18452380952380953
101.0;42.0;62.0;175.0;67.0;6.0;149.0;43.0;19.0;139.0;169.0;341.0;165.0;65.0;7.0;11.0;202.0;209.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND skewness_about_minor <= 9.00;4;0.9545454545454546;0.0644;0.9767441860465116;0.25
94.0;44.0;84.0;216.0;74.0;6.0;184.0;35.0;22.0;145.0;208.0;525.0;154.0;73.0;4.0;22.0;196.0;197.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND skewness_about_major > 71.00 AND elongatedness <= 46.00 AND kurtosis_about_minor > 193.25;5;0.9950248756218906;0.0181;1.0;0.07738095238095238
96.0;39.0;77.0;160.0;62.0;8.0;140.0;47.0;18.0;150.0;161.0;294.0;124.0;62.0;15.0;3.0;201.0;208.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 7.00 AND max_length_rectangularity > 146.00 AND scatter_ratio <= 147.00;4;1.0;0.0056;1.0;0.024539877300613498
111.0;53.0;108.0;211.0;61.0;11.0;207.0;32.0;23.0;167.0;217.0;636.0;216.0;64.0;21.0;2.0;196.0;205.0;2;2;elongatedness <= 33.00 AND skewness_about_minor > 9.00 AND compactness > 100.00 AND hollows_ratio > 201.00 AND max_length_aspect_ratio > 8.00 AND scaled_variance_major <= 217.00 AND scaled_radius_of_gyration > 198.00 AND pr_axis_aspect_ratio <= 61.00 AND pr_axis_rectangularity <= 23.00;9;0.9551282051282052;0.0016;1.0;0.012195121951219513
85.0;42.0;64.0;121.0;55.0;7.0;149.0;46.0;19.0;146.0;167.0;323.0;172.0;85.0;1.0;6.0;179.0;182.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_variance_minor > 319.00 AND distance_circularity <= 70.00 AND skewness_about_minor <= 2.00;5;1.0;0.0062;1.0;0.03571428571428571
94.0;44.0;70.0;186.0;72.0;8.0;153.0;42.0;19.0;144.0;171.0;361.0;178.0;67.0;7.0;2.0;199.0;206.0;0;0;max_length_aspect_ratio <= 8.00 AND pr_axis_aspect_ratio > 65.00 AND distance_circularity <= 80.00 AND elongatedness <= 46.00 AND pr_axis_rectangularity <= 19.00;5;0.9716312056737588;0.0587;0.925;0.22023809523809523
98.0;55.0;104.0;213.0;67.0;9.0;206.0;32.0;23.0;167.0;223.0;629.0;220.0;72.0;5.0;19.0;187.0;196.0;2;2;elongatedness <= 33.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND pr_axis_aspect_ratio > 61.00 AND 11.00 < kurtosis_about_major <= 19.00 AND compactness > 93.00 AND 67.00 < skewness_about_major <= 75.00 AND 20.00 < pr_axis_rectangularity <= 23.00 AND distance_circularity > 80.00 AND 2.00 < skewness_about_minor <= 6.00 AND hollows_ratio > 191.00 AND 184.00 < kurtosis_about_minor <= 189.00;11;0.8199095022624434;0.0026;1.0;0.018292682926829267
86.0;34.0;62.0;140.0;61.0;7.0;122.0;54.0;17.0;127.0;141.0;223.0;112.0;64.0;2.0;14.0;200.0;208.0;3;3;elongatedness > 46.00 AND hollows_ratio > 201.00 AND 6.00 < kurtosis_about_major <= 19.00 AND scaled_variance_minor <= 319.00 AND kurtosis_about_minor > 193.25 AND scatter_ratio <= 147.00 AND 57.00 < pr_axis_aspect_ratio <= 61.00 AND skewness_about_major <= 67.00 AND skewness_about_minor <= 9.00;9;0.9247524752475248;0.0146;1.0;0.06134969325153374
89.0;44.0;80.0;191.0;66.0;6.0;162.0;40.0;20.0;143.0;189.0;396.0;180.0;66.0;13.0;11.0;194.0;199.0;1;1;compactness <= 93.00 AND 178.00 < scaled_variance_major <= 217.00 AND skewness_about_major <= 67.00 AND 365.00 < scaled_variance_minor <= 584.50 AND 19.00 < pr_axis_rectangularity <= 23.00 AND scatter_ratio > 157.00 AND 70.00 < distance_circularity <= 80.00 AND 174.00 < scaled_radius_of_gyration <= 198.00 AND max_length_rectangularity > 136.00 AND elongatedness <= 43.00 AND 191.00 < hollows_ratio <= 201.00 AND skewness_about_minor > 9.00 AND kurtosis_about_minor > 193.25 AND 141.00 < radius_ratio <= 196.00 AND kurtosis_about_major > 6.00;15;0.8442028985507246;0.0024;1.0;0.016216216216216217
82.0;44.0;72.0;118.0;52.0;7.0;152.0;44.0;19.0;147.0;174.0;340.0;177.0;82.0;2.0;2.0;180.0;185.0;0;0;max_length_aspect_ratio <= 7.00 AND skewness_about_major > 75.00 AND scaled_radius_of_gyration > 174.00 AND pr_axis_rectangularity <= 19.00;4;0.9727891156462585;0.027;0.9545454545454546;0.125
92.0;38.0;74.0;178.0;62.0;9.0;161.0;41.0;20.0;135.0;181.0;388.0;132.0;63.0;7.0;29.0;197.0;206.0;1;1;compactness <= 93.00 AND scaled_variance_minor > 365.00 AND 8.00 < max_length_aspect_ratio <= 10.00 AND scaled_variance_major > 178.00 AND scatter_ratio > 157.00 AND skewness_about_major <= 67.00 AND 33.00 < elongatedness <= 43.00 AND 70.00 < distance_circularity <= 80.00 AND hollows_ratio > 191.00 AND radius_ratio > 141.00 AND scaled_radius_of_gyration <= 148.75 AND kurtosis_about_minor > 193.25 AND kurtosis_about_major > 19.00 AND skewness_about_minor > 6.00 AND pr_axis_aspect_ratio <= 65.00;15;0.9507042253521126;0.0011;1.0;0.010810810810810811
94.0;43.0;68.0;170.0;67.0;6.0;142.0;46.0;18.0;142.0;164.0;310.0;177.0;65.0;10.0;8.0;198.0;203.0;0;0;max_length_aspect_ratio <= 7.00 AND pr_axis_aspect_ratio > 65.00 AND kurtosis_about_minor > 193.25 AND distance_circularity <= 70.00;4;1.0;0.0136;1.0;0.05952380952380952
89.0;36.0;68.0;149.0;60.0;8.0;133.0;50.0;18.0;134.0;153.0;265.0;119.0;62.0;6.0;18.0;201.0;209.0;3;3;elongatedness > 46.00 AND max_length_aspect_ratio > 7.00 AND kurtosis_about_major <= 19.00 AND scaled_variance_minor <= 319.00 AND skewness_about_major <= 67.00;5;1.0;0.0203;1.0;0.08588957055214724
96.0;41.0;69.0;153.0;56.0;7.0;141.0;47.0;18.0;141.0;162.0;297.0;169.0;61.0;11.0;8.0;202.0;209.0;2;2;hollows_ratio > 201.00 AND compactness > 93.00 AND skewness_about_minor > 9.00 AND pr_axis_aspect_ratio <= 61.00 AND skewness_about_major <= 71.00 AND 6.00 < kurtosis_about_major <= 11.00 AND max_length_aspect_ratio <= 7.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND scatter_ratio <= 157.00 AND 141.00 < radius_ratio <= 196.00 AND max_length_rectangularity <= 146.00 AND pr_axis_rectangularity <= 19.00 AND scaled_variance_minor <= 584.50 AND circularity <= 44.00 AND elongatedness > 33.00 AND scaled_variance_major <= 178.00 AND distance_circularity <= 70.00;17;0.856760374832664;0.0012;1.0;0.012195121951219513
94.0;43.0;69.0;161.0;59.0;7.0;152.0;43.0;19.0;143.0;175.0;349.0;187.0;67.0;12.0;11.0;193.0;198.0;2;1;compactness <= 100.00 AND 33.00 < elongatedness <= 43.00 AND skewness_about_major <= 67.00 AND pr_axis_aspect_ratio <= 61.00 AND scaled_variance_major > 167.00 AND 174.00 < scaled_radius_of_gyration <= 198.00 AND max_length_rectangularity > 136.00 AND 197.00 < hollows_ratio <= 201.00 AND scaled_variance_minor > 319.00 AND 40.00 < circularity <= 44.00 AND 141.00 < radius_ratio <= 168.00 AND skewness_about_minor > 9.00 AND kurtosis_about_minor > 189.00 AND scatter_ratio > 147.00 AND max_length_aspect_ratio <= 8.00 AND distance_circularity <= 98.00 AND kurtosis_about_major <= 11.00 AND pr_axis_rectangularity <= 19.00;18;0.8737300435413643;0.0012;1.0;0.010810810810810811
97.0;37.0;78.0;181.0;62.0;8.0;161.0;41.0;20.0;131.0;182.0;389.0;117.0;62.0;2.0;28.0;203.0;211.0;1;1;compactness <= 100.00 AND scaled_variance_major > 178.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND scaled_variance_minor > 365.00 AND skewness_about_minor <= 2.00 AND elongatedness <= 43.00 AND skewness_about_major <= 67.00 AND scatter_ratio > 157.00 AND hollows_ratio > 191.00 AND scaled_radius_of_gyration <= 198.00 AND 70.00 < distance_circularity <= 80.00 AND radius_ratio > 141.00 AND kurtosis_about_minor > 193.25 AND pr_axis_aspect_ratio <= 65.00 AND kurtosis_about_major > 19.00 AND pr_axis_rectangularity > 19.00;16;0.9529085872576177;0.0011;1.0;0.010810810810810811
92.0;42.0;69.0;153.0;58.0;8.0;140.0;48.0;18.0;138.0;165.0;290.0;151.0;64.0;10.0;21.0;199.0;206.0;1;1;compactness <= 93.00 AND kurtosis_about_major > 19.00 AND 7.00 < max_length_aspect_ratio <= 8.00 AND skewness_about_major <= 67.00 AND 141.00 < radius_ratio <= 168.00 AND pr_axis_aspect_ratio <= 61.00 AND hollows_ratio > 191.00 AND kurtosis_about_minor > 193.25 AND 40.00 < circularity <= 44.00 AND 148.75 < scaled_radius_of_gyration <= 174.00 AND 136.00 < max_length_rectangularity <= 146.00 AND skewness_about_minor > 9.00;12;0.7459165154264973;0.0012;1.0;0.010810810810810811
89.0;40.0;60.0;131.0;56.0;6.0;118.0;56.0;17.0;137.0;143.0;209.0;153.0;65.0;10.0;8.0;193.0;199.0;3;3;elongatedness > 46.00 AND scaled_variance_minor <= 319.00 AND max_length_rectangularity > 136.00 AND circularity <= 40.00 AND scatter_ratio <= 147.00 AND pr_axis_aspect_ratio <= 57.00 AND compactness > 87.00;7;0.9647887323943662;0.0141;1.0;0.06134969325153374
82.0;37.0;66.0;126.0;54.0;7.0;132.0;52.0;18.0;127.0;148.0;252.0;142.0;72.0;17.0;7.0;183.0;187.0;2;1;compactness <= 87.00 AND skewness_about_minor > 9.00 AND pr_axis_aspect_ratio <= 57.00 AND skewness_about_major <= 75.00 AND max_length_rectangularity <= 136.00 AND kurtosis_about_major <= 11.00 AND hollows_ratio <= 201.00;7;0.8142131979695432;0.0057;1.0;0.021621621621621623
