state;account_length;area_code;phone_number;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;target;prediction;anchor_rule;anchor_rule_len;anchor_precision;anchor_coverage;anchor_precision_correct;anchor_coverage_correct
30.0;15.0;415.0;3285.0;1.0;0.0;0.0;224.3;85.0;38.13;166.3;79.0;14.14;187.0;117.0;8.41;11.7;3.0;3.16;1.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 2.00;2;0.9521604938271605;0.2026;0.9473684210526315;0.2181188690132718
23.0;46.0;408.0;1263.0;0.0;0.0;0.0;156.4;105.0;26.59;185.5;98.0;15.77;226.7;96.0;10.2;11.8;3.0;3.19;1.0;0;0;international_plan <= 0.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 1.00;3;0.9855769230769231;0.3885;0.9762516046213093;0.4388343912290825
26.0;160.0;415.0;110.0;0.0;0.0;0.0;97.5;113.0;16.58;268.1;69.0;22.79;255.3;62.0;11.49;13.2;4.0;3.56;3.0;0;0;total_day_minutes <= 179.70 AND total_night_minutes > 199.70;2;0.9568345323741008;0.2447;0.9011213047910296;0.2550490478938257
43.0;110.0;415.0;3785.0;0.0;1.0;38.0;236.3;102.0;40.17;195.9;112.0;16.65;183.5;82.0;8.26;9.7;6.0;2.62;1.0;0;0;voice_mail_plan > 0.00 AND total_day_minutes > 215.60;2;0.973384030418251;0.063;0.940959409594096;0.07357184073860358
23.0;167.0;415.0;1622.0;1.0;0.0;0.0;143.7;108.0;24.43;75.6;111.0;6.43;217.9;99.0;9.81;9.9;4.0;2.67;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND total_intl_minutes <= 12.10;3;0.9613152804642167;0.4506;0.9580342352291552;0.5005770340450086
37.0;53.0;408.0;3838.0;0.0;0.0;0.0;261.2;119.0;44.4;250.8;105.0;21.32;176.0;112.0;7.92;9.8;2.0;2.65;0.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 19.85 AND voice_mail_plan <= 0.00 AND total_eve_minutes > 233.50 AND 166.30 < total_night_minutes <= 199.70 AND area_code <= 408.00 AND total_intl_minutes > 8.50 AND total_day_calls > 113.00 AND state > 26.00 AND number_customer_service_calls <= 1.00 AND total_intl_charge <= 2.78 AND number_vmail_messages <= 0.00 AND total_intl_calls <= 3.00;13;0.9807692307692307;0.0002;1.0;0.0037313432835820895
5.0;54.0;510.0;1724.0;0.0;1.0;39.0;117.6;82.0;19.99;159.2;60.0;13.53;236.4;113.0;10.64;11.3;10.0;3.05;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9606413994169096;0.5998;0.9483627204030227;0.6517599538372764
26.0;63.0;415.0;2735.0;0.0;0.0;0.0;162.5;86.0;27.63;165.4;112.0;14.06;163.7;67.0;7.37;13.4;6.0;3.62;4.0;1;1;number_customer_service_calls > 2.00 AND 143.67 < total_day_minutes <= 179.70 AND total_eve_minutes <= 166.60 AND total_night_calls <= 87.00 AND account_length <= 73.00 AND total_night_minutes <= 166.30 AND total_intl_minutes > 12.10 AND voice_mail_plan <= 0.00 AND 13.00 < state <= 26.00 AND total_eve_charge <= 14.16 AND 4.00 < total_intl_calls <= 6.00 AND total_day_calls <= 88.00 AND 24.43 < total_day_charge <= 30.55 AND number_vmail_messages <= 0.00 AND area_code > 408.00 AND phone_number > 1258.75 AND total_intl_charge > 2.30 AND total_eve_calls <= 114.00;18;0.6614173228346457;0.0003;1.0;0.0037313432835820895
44.0;76.0;415.0;1222.0;0.0;0.0;0.0;212.5;124.0;36.13;215.5;110.0;18.32;128.0;94.0;5.76;5.2;9.0;1.4;3.0;0;0;total_day_minutes <= 215.60 AND total_intl_calls > 4.00;2;0.9618320610687023;0.3062;0.933115823817292;0.33006347374495093
5.0;23.0;408.0;3427.0;0.0;0.0;0.0;190.2;89.0;32.33;166.4;108.0;14.14;219.8;73.0;9.89;15.0;4.0;4.05;6.0;0;0;international_plan <= 0.00 AND 30.55 < total_day_charge <= 36.65;2;0.9829931972789115;0.2286;0.961081081081081;0.25649163300634736
8.0;106.0;415.0;4844.0;0.0;0.0;0.0;128.6;83.0;21.86;134.0;114.0;11.39;210.6;113.0;9.48;11.4;2.0;3.08;0.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00;2;0.9502332814930016;0.1442;0.9541446208112875;0.15608770917484133
1.0;82.0;408.0;4180.0;0.0;0.0;0.0;154.0;107.0;26.18;94.4;114.0;8.02;287.6;95.0;12.94;10.1;7.0;2.73;1.0;0;0;total_eve_minutes <= 166.60 AND total_intl_calls > 6.00;2;0.971830985915493;0.0374;0.918918918918919;0.03923831506058857
44.0;87.0;415.0;4450.0;0.0;0.0;0.0;146.3;108.0;24.87;171.8;102.0;14.6;167.5;66.0;7.54;5.3;9.0;1.43;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9682242990654205;0.5911;0.9483627204030227;0.6517599538372764
47.0;184.0;408.0;880.0;0.0;0.0;0.0;151.7;93.0;25.79;178.5;77.0;15.17;229.1;111.0;10.31;13.1;8.0;3.54;2.0;0;0;state > 13.00 AND total_day_charge <= 36.65 AND number_customer_service_calls <= 2.00;3;0.9768595041322314;0.4428;0.9460811561978877;0.49105597230236586
24.0;76.0;510.0;4810.0;0.0;0.0;0.0;129.7;84.0;22.05;177.5;80.0;15.09;228.9;87.0;10.3;7.5;3.0;2.03;5.0;1;1;number_customer_service_calls > 2.00 AND total_day_charge <= 24.43 AND total_day_minutes <= 143.67 AND total_intl_calls <= 3.00 AND total_eve_calls <= 87.00 AND total_night_calls <= 87.00 AND 13.00 < state <= 26.00 AND total_night_minutes <= 234.90 AND 14.16 < total_eve_charge <= 19.85 AND 166.60 < total_eve_minutes <= 233.50 AND voice_mail_plan <= 0.00 AND phone_number > 3768.25 AND 73.00 < account_length <= 100.00 AND total_intl_charge <= 3.27 AND total_intl_minutes <= 12.10 AND number_vmail_messages <= 17.00 AND total_day_calls <= 88.00;17;0.7263537906137184;0.0002;1.0;0.0037313432835820895
16.0;94.0;408.0;2711.0;0.0;0.0;0.0;269.2;104.0;45.76;193.8;144.0;16.47;257.6;61.0;11.59;8.9;2.0;2.4;3.0;1;1;total_day_minutes > 215.60 AND voice_mail_plan <= 0.00 AND total_night_minutes > 234.90 AND total_eve_minutes > 166.60 AND state <= 26.00 AND 2.30 < total_intl_charge <= 2.78 AND total_night_charge > 10.57 AND total_night_calls <= 87.00 AND 2516.50 < phone_number <= 3768.25 AND total_day_charge > 36.65 AND 101.00 < total_day_calls <= 113.00 AND total_intl_calls <= 3.00 AND 8.50 < total_intl_minutes <= 12.10 AND number_vmail_messages <= 0.00 AND total_eve_charge <= 17.09 AND total_eve_calls > 87.00 AND area_code <= 415.00 AND account_length <= 127.00;18;0.7362068965517241;0.0002;1.0;0.0037313432835820895
30.0;163.0;415.0;2852.0;0.0;1.0;39.0;268.1;104.0;45.58;216.6;65.0;18.41;359.9;118.0;16.2;11.4;4.0;3.08;0.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00;2;0.9651639344262295;0.2148;0.9559164733178654;0.23773802654356607
48.0;96.0;510.0;827.0;0.0;1.0;18.0;172.7;86.0;29.36;133.4;113.0;11.34;259.5;70.0;11.68;9.8;3.0;2.65;1.0;0;0;voice_mail_plan > 0.00 AND state > 39.00;2;0.9752475247524752;0.0606;0.9428571428571428;0.06664743219849971
34.0;138.0;415.0;4418.0;1.0;0.0;0.0;261.1;96.0;44.39;170.9;120.0;14.53;71.1;89.0;3.2;0.0;0.0;0.0;3.0;1;1;international_plan > 0.00 AND total_intl_calls <= 3.00 AND total_day_minutes > 215.60 AND voice_mail_plan <= 0.00 AND number_customer_service_calls > 2.00 AND total_eve_minutes > 166.60 AND account_length > 100.00 AND 13.00 < state <= 39.00 AND phone_number > 3768.25 AND total_day_charge > 36.65 AND total_intl_charge <= 2.30 AND number_vmail_messages <= 0.00 AND total_eve_charge <= 19.85 AND total_eve_calls > 87.00 AND area_code > 408.00 AND 88.00 < total_day_calls <= 113.00;16;0.918918918918919;0.0002;1.0;0.0037313432835820895
32.0;29.0;415.0;3761.0;0.0;0.0;0.0;262.0;112.0;44.54;82.7;60.0;7.03;195.1;120.0;8.78;10.7;5.0;2.89;1.0;0;0;total_intl_minutes <= 12.10 AND number_customer_service_calls <= 2.00 AND total_eve_charge <= 14.16;3;0.9545454545454546;0.1498;0.956661316211878;0.17195614541257934
2.0;89.0;415.0;1981.0;0.0;1.0;25.0;215.1;140.0;36.57;197.4;69.0;16.78;162.1;117.0;7.29;10.6;10.0;2.86;1.0;0;0;voice_mail_plan > 0.00 AND number_vmail_messages > 0.00;2;0.9821428571428571;0.2646;0.9311969839773798;0.2850548182342758
47.0;65.0;415.0;1254.0;0.0;0.0;0.0;189.3;74.0;32.18;205.3;90.0;17.45;228.2;78.0;10.27;8.5;13.0;2.3;3.0;0;0;international_plan <= 0.00 AND 30.55 < total_day_charge <= 36.65;2;0.9682539682539683;0.2251;0.961081081081081;0.25649163300634736
26.0;13.0;415.0;1061.0;0.0;1.0;31.0;265.3;94.0;45.1;147.6;95.0;12.55;259.3;117.0;11.67;12.9;1.0;3.48;1.0;0;0;number_customer_service_calls <= 2.00 AND total_eve_minutes <= 166.60;2;0.959731543624161;0.2042;0.9473684210526315;0.2181188690132718
47.0;40.0;415.0;1334.0;0.0;1.0;41.0;148.1;74.0;25.18;169.5;88.0;14.41;214.1;102.0;9.63;6.2;5.0;1.67;2.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9519015659955258;0.245;0.9614181438998958;0.2660126947489902
23.0;126.0;415.0;705.0;0.0;0.0;0.0;152.4;94.0;25.91;166.2;91.0;14.13;199.2;84.0;8.96;10.2;1.0;2.75;1.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 1.00;2;0.9667590027700831;0.2867;0.9509632224168126;0.31332948643969993
26.0;60.0;415.0;3126.0;0.0;0.0;0.0;145.0;133.0;24.65;209.1;92.0;17.77;328.5;112.0;14.78;14.6;2.0;3.94;1.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 1.00;2;0.9566115702479339;0.2881;0.9509632224168126;0.31332948643969993
24.0;119.0;408.0;3260.0;0.0;1.0;32.0;142.6;77.0;24.24;208.2;126.0;17.7;171.0;102.0;7.69;12.0;2.0;3.24;3.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9619377162629758;0.2476;0.9614181438998958;0.2660126947489902
35.0;97.0;408.0;4099.0;0.0;0.0;0.0;256.4;125.0;43.59;273.9;100.0;23.28;222.7;101.0;10.02;11.1;1.0;3.0;1.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 19.85 AND voice_mail_plan <= 0.00 AND total_eve_minutes > 201.00 AND total_night_minutes > 199.70 AND total_day_calls > 113.00 AND total_intl_minutes > 10.30 AND total_intl_calls <= 3.00 AND 26.00 < state <= 39.00 AND total_night_charge > 7.48 AND 73.00 < account_length <= 127.00 AND total_intl_charge > 2.30 AND total_eve_calls <= 101.00;13;0.954983922829582;0.0001;1.0;0.0037313432835820895
26.0;111.0;415.0;4783.0;0.0;0.0;0.0;226.3;82.0;38.47;178.9;101.0;15.21;181.5;90.0;8.17;8.9;4.0;2.4;0.0;0;0;number_customer_service_calls <= 1.00 AND total_eve_charge <= 17.09 AND international_plan <= 0.00;3;0.9617590822179732;0.2526;0.9579667644183774;0.2827466820542412
24.0;45.0;510.0;3693.0;0.0;1.0;29.0;135.8;104.0;23.09;222.5;101.0;18.91;235.6;92.0;10.6;7.9;6.0;2.13;2.0;0;0;total_day_minutes <= 179.70 AND number_customer_service_calls <= 2.00;2;0.9504132231404959;0.3991;0.9491844416562107;0.4365262550490479
49.0;82.0;408.0;3184.0;0.0;0.0;0.0;143.7;116.0;24.43;170.7;99.0;14.51;287.7;95.0;12.95;7.8;5.0;2.11;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 179.70 AND area_code <= 408.00;3;0.9850746268656716;0.1025;0.9447004608294931;0.11829197922677438
43.0;140.0;408.0;4772.0;0.0;0.0;0.0;194.8;107.0;33.12;170.9;99.0;14.53;225.1;93.0;10.13;13.9;4.0;3.75;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.960960960960961;0.4234;0.9495305164319249;0.4668205424120023
48.0;51.0;408.0;1208.0;0.0;0.0;0.0;197.8;60.0;33.63;221.0;64.0;18.79;168.6;134.0;7.59;8.9;5.0;2.4;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_minutes <= 215.60;2;0.9512437810945273;0.5963;0.9483627204030227;0.6517599538372764
15.0;100.0;415.0;4173.0;0.0;1.0;32.0;125.2;123.0;21.28;230.9;101.0;19.63;192.0;106.0;8.64;12.6;9.0;3.4;3.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.972972972972973;0.2407;0.9614181438998958;0.2660126947489902
0.0;86.0;408.0;3222.0;0.0;0.0;0.0;150.8;85.0;25.64;295.9;88.0;25.15;247.2;104.0;11.12;12.5;1.0;3.38;1.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 36.65;2;0.9561933534743202;0.5892;0.9483627204030227;0.6517599538372764
33.0;48.0;408.0;866.0;0.0;0.0;0.0;247.6;114.0;42.09;172.3;110.0;14.65;264.4;107.0;11.9;7.1;3.0;1.92;1.0;0;0;international_plan <= 0.00 AND number_customer_service_calls <= 1.00 AND total_intl_calls <= 4.00;3;0.965034965034965;0.3018;0.930116472545757;0.32256203115983845
8.0;129.0;408.0;1833.0;0.0;0.0;0.0;161.3;122.0;27.42;220.6;95.0;18.75;224.7;104.0;10.11;9.6;3.0;2.59;1.0;0;0;total_day_minutes <= 215.60 AND account_length > 127.00;2;0.9795918367346939;0.1772;0.9107391910739191;0.188401615695326
15.0;78.0;415.0;2546.0;0.0;0.0;0.0;208.9;119.0;35.51;252.4;132.0;21.45;280.2;120.0;12.61;12.8;7.0;3.46;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9636075949367089;0.4318;0.9495305164319249;0.4668205424120023
18.0;128.0;415.0;1774.0;0.0;0.0;0.0;147.7;94.0;25.11;283.3;83.0;24.08;188.3;124.0;8.47;6.9;5.0;1.86;2.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 30.55;2;0.9515669515669516;0.3961;0.9491844416562107;0.4365262550490479
40.0;149.0;415.0;2261.0;0.0;1.0;20.0;147.8;132.0;25.13;276.8;94.0;23.53;149.9;110.0;6.75;10.2;6.0;2.75;0.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 1.00;2;0.9748201438848921;0.1549;0.9581993569131833;0.17195614541257934
20.0;102.0;415.0;1162.0;0.0;0.0;0.0;271.1;80.0;46.09;172.0;133.0;14.62;169.2;105.0;7.61;10.3;5.0;2.78;1.0;0;0;international_plan <= 0.00 AND number_customer_service_calls <= 1.00;2;0.9588688946015425;0.5091;0.9266144814090019;0.5464512406231967
29.0;105.0;415.0;3666.0;0.0;1.0;27.0;141.2;96.0;24.0;167.7;94.0;14.25;274.4;101.0;12.35;11.4;2.0;3.08;1.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00;2;0.9685230024213075;0.2142;0.9559164733178654;0.23773802654356607
8.0;109.0;415.0;1350.0;1.0;1.0;36.0;244.2;147.0;41.51;199.7;65.0;16.97;144.4;109.0;6.5;15.4;3.0;4.16;2.0;1;1;international_plan > 0.00 AND total_intl_minutes > 12.10 AND total_intl_calls <= 3.00 AND total_intl_charge > 2.78 AND voice_mail_plan <= 1.00 AND total_night_calls > 87.00 AND 1258.75 < phone_number <= 3768.25 AND account_length <= 127.00 AND 408.00 < area_code <= 415.00 AND total_day_minutes > 215.60 AND total_eve_minutes > 166.60 AND state <= 26.00 AND total_eve_calls <= 101.00 AND total_day_calls > 88.00;14;0.8743589743589744;0.0002;1.0;0.0037313432835820895
13.0;119.0;415.0;9.0;0.0;0.0;0.0;230.4;117.0;39.17;225.0;101.0;19.13;198.5;111.0;8.93;7.6;6.0;2.05;3.0;0;0;total_night_calls > 100.00 AND international_plan <= 0.00 AND total_eve_minutes <= 233.50 AND account_length <= 127.00;4;0.9509803921568627;0.253;0.9069539666993144;0.2671667628390075
37.0;70.0;415.0;3191.0;0.0;0.0;0.0;101.9;98.0;17.32;193.3;113.0;16.43;167.5;126.0;7.54;15.0;6.0;4.05;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_charge <= 24.43;2;0.9790794979079498;0.1446;0.9587073608617595;0.15406809001731103
36.0;154.0;415.0;2450.0;1.0;0.0;0.0;145.9;69.0;24.8;208.2;141.0;17.7;180.9;106.0;8.14;14.4;10.0;3.89;0.0;1;1;international_plan > 0.00 AND total_intl_minutes > 12.10 AND total_day_calls <= 88.00 AND 14.16 < total_eve_charge <= 19.85 AND voice_mail_plan <= 0.00 AND 1258.75 < phone_number <= 3768.25 AND number_vmail_messages <= 0.00 AND 7.48 < total_night_charge <= 8.99 AND total_eve_minutes > 201.00 AND 26.00 < state <= 39.00 AND number_customer_service_calls <= 2.00 AND 408.00 < area_code <= 415.00 AND 166.30 < total_night_minutes <= 199.70 AND 100.00 < total_night_calls <= 113.00 AND total_eve_calls > 87.00 AND total_intl_charge > 2.78 AND total_day_minutes > 143.67 AND total_day_charge > 24.43;18;0.9529411764705882;0.0002;1.0;0.0037313432835820895
43.0;90.0;408.0;55.0;0.0;1.0;27.0;156.7;51.0;26.64;236.5;118.0;20.1;123.2;111.0;5.54;12.6;6.0;3.4;2.0;0;0;voice_mail_plan > 0.00 AND number_customer_service_calls <= 2.00;2;0.9613821138211383;0.2167;0.9559164733178654;0.23773802654356607
21.0;75.0;408.0;2154.0;0.0;0.0;0.0;229.2;59.0;38.96;142.8;107.0;12.14;291.6;109.0;13.12;8.5;5.0;2.3;0.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 1.00;2;0.9662162162162162;0.1462;0.9541446208112875;0.15608770917484133
25.0;73.0;415.0;4475.0;0.0;1.0;31.0;82.3;105.0;13.99;256.1;91.0;21.77;229.6;98.0;10.33;11.8;2.0;3.19;6.0;1;1;number_customer_service_calls > 2.00 AND total_day_charge <= 24.43 AND total_day_minutes <= 143.67 AND total_intl_calls <= 3.00 AND total_night_calls <= 100.00 AND total_day_calls > 101.00 AND account_length <= 73.00 AND 199.70 < total_night_minutes <= 234.90 AND area_code > 408.00 AND total_intl_minutes > 10.30 AND 8.99 < total_night_charge <= 10.57 AND 2.78 < total_intl_charge <= 3.27 AND voice_mail_plan <= 1.00 AND phone_number > 1258.75 AND state > 13.00;15;0.6410788381742739;0.0006;1.0;0.0037313432835820895
46.0;72.0;415.0;500.0;0.0;0.0;0.0;139.9;117.0;23.78;223.6;96.0;19.01;240.8;93.0;10.84;12.7;4.0;3.43;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.9647577092511013;0.6008;0.9483627204030227;0.6517599538372764
47.0;124.0;510.0;4774.0;0.0;0.0;0.0;178.8;64.0;30.4;226.0;118.0;19.21;240.5;89.0;10.82;5.5;4.0;1.49;2.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00;2;0.953125;0.5937;0.9483627204030227;0.6517599538372764
40.0;77.0;510.0;2207.0;0.0;1.0;28.0;135.9;117.0;23.1;244.5;102.0;20.78;207.5;74.0;9.34;11.5;3.0;3.11;4.0;1;1;number_customer_service_calls > 2.00 AND total_day_minutes <= 143.67 AND total_intl_calls <= 3.00 AND total_night_calls <= 87.00 AND area_code > 415.00 AND total_day_calls > 113.00 AND total_day_charge <= 24.43 AND 101.00 < total_eve_calls <= 114.00 AND 199.70 < total_night_minutes <= 234.90 AND 8.99 < total_night_charge <= 10.57 AND state > 39.00 AND 1258.75 < phone_number <= 3768.25 AND total_eve_minutes > 166.60 AND total_intl_charge <= 3.27;14;0.6371049949031601;0.0004;1.0;0.0037313432835820895
25.0;123.0;415.0;3200.0;1.0;0.0;0.0;125.5;106.0;21.34;128.9;96.0;10.96;251.9;129.0;11.34;6.3;6.0;1.7;4.0;1;1;international_plan > 0.00 AND number_customer_service_calls > 2.00 AND total_day_minutes <= 143.67 AND total_eve_minutes <= 166.60 AND 4.00 < total_intl_calls <= 6.00 AND 408.00 < area_code <= 415.00 AND 101.00 < total_day_calls <= 113.00 AND 13.00 < state <= 26.00 AND 100.00 < account_length <= 127.00 AND voice_mail_plan <= 1.00 AND number_vmail_messages <= 0.00 AND total_night_minutes > 234.90 AND total_eve_charge <= 17.09 AND total_night_charge > 10.57 AND total_night_calls > 100.00 AND 87.00 < total_eve_calls <= 101.00 AND phone_number <= 3768.25;17;0.8514056224899599;0.0003;1.0;0.0037313432835820895
32.0;16.0;510.0;2116.0;0.0;0.0;0.0;144.8;84.0;24.62;164.9;141.0;14.02;231.5;75.0;10.42;8.2;4.0;2.21;2.0;0;0;number_customer_service_calls <= 2.00;1;0.9547038327526133;0.7797;0.8991088478676003;0.815060588574726
44.0;48.0;510.0;670.0;0.0;1.0;43.0;172.0;111.0;29.24;200.2;64.0;17.02;233.1;96.0;10.49;8.0;5.0;2.16;1.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9704641350210971;0.2378;0.9614181438998958;0.2660126947489902
39.0;85.0;415.0;2794.0;1.0;0.0;0.0;197.2;97.0;33.52;211.7;115.0;17.99;210.1;133.0;9.45;8.3;4.0;2.24;4.0;0;0;179.70 < total_day_minutes <= 215.60 AND total_intl_calls > 3.00;2;0.9683257918552036;0.1557;0.9477124183006536;0.1673398730525101
24.0;132.0;408.0;4512.0;0.0;0.0;0.0;206.2;100.0;35.05;211.2;118.0;17.95;196.2;122.0;8.83;10.2;6.0;2.75;1.0;0;0;number_customer_service_calls <= 1.00 AND total_day_minutes <= 215.60;2;0.9688385269121813;0.4299;0.9495305164319249;0.4668205424120023
23.0;120.0;415.0;768.0;0.0;1.0;31.0;211.0;117.0;35.87;238.7;77.0;20.29;184.5;99.0;8.3;14.0;8.0;3.78;1.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9542645241038319;0.2483;0.9614181438998958;0.2660126947489902
35.0;137.0;408.0;34.0;0.0;0.0;0.0;144.0;90.0;24.48;181.6;100.0;15.44;128.1;93.0;5.76;12.3;2.0;3.32;0.0;0;0;total_night_minutes <= 199.70 AND number_customer_service_calls <= 1.00 AND total_day_charge <= 36.65;3;0.9661458333333334;0.2011;0.9578313253012049;0.22937103289094057
24.0;103.0;415.0;4102.0;0.0;1.0;34.0;240.6;92.0;40.9;204.2;99.0;17.36;297.0;82.0;13.37;12.7;9.0;3.43;5.0;0;0;voice_mail_plan > 0.00 AND international_plan <= 0.00;2;0.9730848861283644;0.24;0.9614181438998958;0.2660126947489902
37.0;120.0;415.0;2156.0;0.0;0.0;0.0;252.0;120.0;42.84;150.2;106.0;12.77;151.8;96.0;6.83;9.6;1.0;2.59;2.0;0;0;total_eve_minutes <= 201.00 AND number_customer_service_calls <= 2.00;2;0.9616858237547893;0.3937;0.9282539682539682;0.4218118869013272
31.0;127.0;510.0;4076.0;0.0;0.0;0.0;245.2;91.0;41.68;217.2;92.0;18.46;243.1;128.0;10.94;13.9;6.0;3.75;0.0;1;1;total_day_minutes > 215.60 AND total_eve_minutes > 201.00 AND number_vmail_messages <= 0.00 AND total_night_minutes > 234.90 AND voice_mail_plan <= 0.00 AND total_intl_minutes > 12.10 AND total_day_charge > 36.65 AND total_night_charge > 10.57 AND 4.00 < total_intl_calls <= 6.00 AND number_customer_service_calls <= 2.00 AND phone_number > 3768.25 AND area_code > 415.00 AND state > 26.00 AND total_day_calls > 88.00 AND 87.00 < total_eve_calls <= 114.00 AND account_length > 73.00 AND total_intl_charge > 2.78 AND total_night_calls > 100.00;18;0.8969465648854962;0.0002;1.0;0.0037313432835820895
20.0;106.0;415.0;821.0;0.0;0.0;0.0;165.3;118.0;28.1;210.0;101.0;17.85;187.2;93.0;8.42;8.5;3.0;2.3;2.0;0;0;number_customer_service_calls <= 2.00 AND total_day_charge <= 30.55;2;0.9525423728813559;0.3964;0.9491844416562107;0.4365262550490479
7.0;80.0;408.0;26.0;0.0;0.0;0.0;51.5;90.0;8.76;164.0;98.0;13.94;169.4;80.0;7.62;9.5;4.0;2.57;3.0;0;0;total_eve_minutes <= 166.60 AND international_plan <= 0.00 AND state <= 13.00;3;0.9741379310344828;0.0579;0.9291666666666667;0.0643392960184651
25.0;120.0;408.0;1490.0;0.0;0.0;0.0;212.1;131.0;36.06;209.4;104.0;17.8;167.2;96.0;7.52;5.3;5.0;1.43;1.0;1;1;total_day_minutes > 179.70 AND total_eve_charge > 17.09 AND voice_mail_plan <= 0.00 AND total_night_charge > 7.48 AND number_customer_service_calls <= 1.00 AND number_vmail_messages <= 0.00 AND 4.00 < total_intl_calls <= 6.00 AND total_eve_minutes > 201.00 AND total_eve_calls > 101.00 AND total_day_calls > 113.00 AND total_night_minutes > 166.30 AND phone_number <= 2516.50 AND area_code <= 408.00 AND 100.00 < account_length <= 127.00 AND 13.00 < state <= 26.00 AND 87.00 < total_night_calls <= 113.00 AND total_intl_minutes <= 10.30 AND 30.55 < total_day_charge <= 36.65 AND total_intl_charge <= 2.78;19;0.6103896103896104;0.0006;1.0;0.005597014925373134
31.0;131.0;415.0;4415.0;0.0;0.0;0.0;211.8;115.0;36.01;260.5;102.0;22.14;144.2;96.0;6.49;10.8;7.0;2.92;0.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 2.00 AND international_plan <= 0.00;3;0.9850187265917603;0.5489;0.9756992205410362;0.6139642238892095
46.0;57.0;415.0;2389.0;0.0;0.0;0.0;166.4;114.0;28.29;76.8;119.0;6.53;260.1;77.0;11.7;10.9;3.0;2.94;3.0;0;0;total_day_minutes <= 215.60 AND international_plan <= 0.00 AND total_night_charge > 10.57;3;0.9660377358490566;0.1662;0.9412628487518355;0.1849394114252741
14.0;70.0;408.0;3993.0;0.0;0.0;0.0;176.5;85.0;30.01;119.2;93.0;10.13;227.7;90.0;10.25;8.7;5.0;2.35;1.0;0;0;total_day_minutes <= 215.60 AND number_customer_service_calls <= 1.00;2;0.9642184557438794;0.4267;0.9495305164319249;0.4668205424120023
27.0;74.0;415.0;92.0;0.0;0.0;0.0;102.7;89.0;17.46;149.3;100.0;12.69;188.1;114.0;8.46;11.0;5.0;2.97;0.0;0;0;total_eve_minutes <= 166.60 AND number_customer_service_calls <= 2.00;2;0.966824644549763;0.2017;0.9473684210526315;0.2181188690132718
28.0;140.0;510.0;1949.0;0.0;0.0;0.0;244.7;115.0;41.6;258.6;101.0;21.98;231.3;112.0;10.41;7.5;6.0;2.03;1.0;1;1;total_day_minutes > 215.60 AND total_eve_charge > 19.85 AND voice_mail_plan <= 0.00 AND total_eve_minutes > 233.50 AND total_night_minutes > 199.70 AND number_customer_service_calls <= 1.00 AND phone_number <= 2516.50 AND total_night_calls > 100.00 AND total_night_charge > 8.99 AND total_day_charge > 36.65 AND account_length > 73.00 AND total_intl_calls <= 6.00 AND total_intl_charge <= 2.30;13;0.9641255605381166;0.0003;1.0;0.007462686567164179
